-1.536223797318561,-1.5465172161104073,-1.5568106349022728,-1.5671040536941254,-1.577397472485978,-1.5876908912778307,-1.5979843100696964,-1.6082777288615362,-1.6185711476534017,-1.6288645664452353
-1.5156769681653246,-1.525884398240933,-1.5360918283165281,-1.5462992583921231,-1.5565066884677248,-1.5667141185433135,-1.576921548618928,-1.5871289786945169,-1.5973364087701123,-1.607543838845714
-1.4903875759151783,-1.4995881737284589,-1.508788771541746,-1.51798936935502,-1.5271899671683005,-1.5363905649815939,-1.5455911627948682,-1.5547917606081616,-1.5639923584214421,-1.573192956234716
-1.464209551468058,-1.4729225315204524,-1.4816355115728532,-1.490348491625254,-1.4990614716776418,-1.5077744517300298,-1.5164874317824242,-1.5252004118348315,-1.5339133918872192,-1.5426263719396136
-1.4291544662132214,-1.437120551427006,-1.4450866366407973,-1.453052721854582,-1.4610188070683734,-1.4689848922821451,-1.4769509774959362,-1.4849170627097277,-1.4928831479235123,-1.50084923313731
-1.4805316591996436,-1.4894196495221235,-1.4983076398445838,-1.5071956301670635,-1.5160836204895303,-1.5249716108120035,-1.5338596011344638,-1.5427475914569306,-1.5516355817794234,-1.5605235721018966
-1.5004986361735524,-1.5097326656321488,-1.518966695090726,-1.5282007245493159,-1.5374347540079187,-1.5466687834664958,-1.5559028129250727,-1.565136842383663,-1.5743708718422527,-1.5836049013008426
-1.3905919181963433,-1.3983678576450713,-1.4061437970937996,-1.4139197365425278,-1.4216956759912558,-1.429471615439984,-1.4372475548887125,-1.4450234943374405,-1.452799433786175,-1.4605753732349032
-1.445540297778308,-1.4543060944955553,-1.4630718912128091,-1.4718376879300565,-1.4806034846473104,-1.4893692813645578,-1.4981350780818055,-1.5069008747990529,-1.515666671516313,-1.524432468233554
-1.5272861051255555,-1.5371153265650892,-1.5469445480046229,-1.5567737694441695,-1.5666029908837031,-1.5764322123232433,-1.5862614337627767,-1.5960906552023104,-1.6059198766418505,-1.615749098081397
