pairs,Treatment,value
2 20,NE,4.671902310098358
2 20,NE,5.981265501968243
2 20,NE,4.625766393304497
2 20,NE,-1.1497604254531033
2 20,NE,-1.1129178711015784
2 20,NE,6.879276462186798
2 20,NE,0.18296445914259182
2 20,NE,0.4463206318483475
2 20,NE,6.973788408631177
2 20,NE,-0.19809569072500482
2 20,NE,4.984255468765583
2 20,NE,1.0213284149048905
2 20,NE,2.781843358714871
2 20,NE,2.5455879300461506
2 20,NE,5.942170058741203
2 20,NE,0.8347419376272501
2 20,NE,4.42141440394455
2 20,NE,0.49512870174267964
2 20,NE,4.42141440394455
2 20,NE,4.9477943781465354
2 20,NE,5.983263923673269
2 20,NE,-0.6992813403392332
2 20,NE,-0.9783540009706428
2 20,NE,-0.755893825428554
2 20,NE,2.1863747608499584
2 20,NE,0.8804297798464622
2 20,NE,0.6402718561911068
2 20,NE,0.5083563204387607
2 20,NE,-0.7572963707457857
2 20,NE,1.680794839919165
2 20,NE,8.03306848765325
2 20,NE,-0.1090414384880375
2 20,NE,6.444483222934761
2 20,NE,2.4009589396264404
2 20,NE,5.127904587037699
2 20,NE,-0.2688225651220169
2 20,NE,-0.12573703617802845
2 20,NE,1.9808681289667116
2 20,NE,9.099686968924473
2 20,NE,6.720231493634066
2 20,NE,2.0792457116856724
2 20,NE,-0.31710304369478415
2 20,NE,-0.06727223867997868
2 20,NE,-1.1129178711015784
2 20,NE,-2.729048316189959
2 20,NE,-1.6484807165713042
2 20,NE,5.267523103755911
2 20,NE,1.8530026332292608
2 20,NE,5.127904587037699
2 20,NE,0.5014848366137264
2 20,NE,5.692894446506072
2 20,NE,2.309847313470185
2 20,NE,0.15445404476141883
2 20,NE,0.5987579134331321
2 20,NE,-1.4158919552528473
2 20,NE,6.3809395678653145
2 20,NE,-0.1090414384880375
2 20,NE,9.099686968924473
2 20,NE,2.6921733225594524
2 20,NE,-0.7134891271016331
2 20,NE,1.4700769098128412
2 20,NE,0.9696345036590337
2 20,NE,2.5455879300461506
2 20,NE,5.802108628378549
2 20,NE,-1.667900978075926
2 20,NE,6.794746801127011
2 20,NE,5.802108628378549
2 20,NE,5.740284425328554
2 20,NE,-2.729048316189959
2 20,NE,8.429001083139113
2 20,NE,8.429001083139113
2 20,NE,2.5455879300461506
2 20,NE,6.794746801127011
2 20,NE,2.4851878398039804
2 20,NE,0.5987579134331321
2 20,NE,7.725937276664075
2 20,NE,1.714685923446795
2 20,NE,5.479235708565816
2 20,NE,1.2024852065705705
2 20,NE,0.4692809381719266
2 20,NE,4.730974200818694
2 20,NE,-1.1129178711015784
2 20,NE,7.725937276664075
2 20,NE,0.1195271172978561
2 20,NE,8.176839019314139
2 20,NE,-0.5976542750728786
2 20,NE,2.0792457116856724
2 20,NE,0.15445404476141883
2 20,NE,5.802108628378549
2 20,NE,2.309847313470185
2 20,NE,-0.1090414384880375
2 20,NE,-0.06727223867997868
2 20,NE,1.2024852065705705
2 20,NE,0.9696345036590337
2 20,NE,7.560625220928936
2 20,NE,-0.9103746423892239
2 20,NE,0.20725405886865797
2 20,NE,-0.8956456016533206
2 20,NE,5.319107133583949
2 20,NE,2.1604561310124657
2 20,NE,1.4159139160345207
2 20,NE,7.171265190376767
2 20,NE,9.099686968924473
2 20,NE,4.984255468765583
2 20,NE,1.8530026332292608
2 20,NE,8.429001083139113
2 20,NE,5.760581547064688
2 20,NE,1.9808681289667116
2 20,NE,8.628198634646868
2 20,NE,9.277196284014968
2 20,NE,6.973788408631177
2 20,NE,6.238414044490132
2 20,NE,-0.7134891271016331
2 20,NE,6.720231493634066
2 20,NE,-0.12573703617802845
2 20,NE,0.15445404476141883
2 20,NE,2.0792457116856724
2 20,NE,7.906011341444305
2 20,NE,5.981265501968243
2 20,NE,1.449777509479304
2 20,NE,7.096194798307039
2 20,NE,6.0256529952123214
2 20,NE,0.8804297798464622
2 20,NE,1.0213284149048905
2 20,NE,5.983263923673269
2 20,NE,8.176839019314139
2 20,NE,4.984255468765583
2 20,NE,0.9333349371305297
2 20,NE,4.984255468765583
2 20,NE,6.879276462186798
2 20,NE,2.5455879300461506
2 20,NE,0.6402718561911068
2 20,NE,6.18746920500091
2 20,NE,0.9333349371305297
2 20,NE,-2.3587783919623164e-5
2 20,NE,6.219876607546261
2 20,NE,0.03917750930250244
2 20,NE,1.3604604826736428
2 20,NE,1.663042164249509
2 20,NE,2.2953286607772507
2 20,NE,2.2953286607772507
2 20,NE,1.5001092765952317
2 20,NE,6.720231493634066
2 20,NE,6.698735075664368
2 20,NE,8.016158397724917
2 20,NE,2.421125249910504
2 20,NE,1.9808681289667116
2 20,NE,4.671902310098358
2 20,NE,5.372406429751282
2 20,NE,0.803838594262034
2 20,NE,1.4159139160345207
2 20,NE,6.698735075664368
2 20,NE,1.3988704477929261
2 20,NE,0.5987579134331321
2 20,NE,8.176839019314139
2 20,NE,0.5014848366137264
2 20,NE,8.289332331422582
2 20,NE,-1.2751214560492854
2 20,NE,4.0420582474668985
2 20,NE,6.794746801127011
2 20,NE,7.171265190376767
2 20,NE,0.6773846266715227
2 20,NE,8.80263505782029
2 20,NE,6.408577876899025
2 20,NE,3.4987410984983955
2 20,NE,2.1626413047831448
2 20,NE,4.730974200818694
2 20,NE,1.064535879429147
2 20,NE,-0.8650040282190382
2 20,NE,0.1195271172978561
2 20,NE,-1.6484807165713042
2 20,NE,1.6374215303348039
2 20,NE,-0.1090414384880375
2 20,NE,-0.31710304369478415
2 20,NE,0.8347419376272501
2 20,NE,7.725937276664075
2 20,NE,6.720231493634066
2 20,NE,-0.31710304369478415
2 20,NE,6.238414044490132
2 20,NE,8.45204577467074
2 20,NE,0.29738055187054413
2 20,NE,-0.2688225651220169
2 20,NE,2.4851878398039804
2 20,NE,-1.1846110090342392
2 20,NE,0.20775006226500412
2 20,NE,0.1195271172978561
2 20,NE,1.7289599707831167
2 20,NE,1.7289599707831167
2 20,NE,6.973788408631177
2 20,NE,1.3561491398488676e-4
2 20,NE,0.3626076677780225
2 20,NE,2.1863747608499584
2 20,NE,6.238414044490132
2 20,NE,6.408577876899025
2 20,NE,1.8471916253094505
2 20,NE,2.6921733225594524
2 20,NE,-1.1497604254531033
2 20,NE,0.5987579134331321
2 20,NE,2.4851878398039804
2 20,NE,-0.9103746423892239
2 20,NE,3.0311313059627745
2 20,NE,-1.1515351476683242
2 20,NE,-0.7379281814120118
2 20,NE,6.429622898118663
2 20,NE,-2.3587783919623164e-5
2 20,NE,-1.3869968303628848
2 20,NE,2.1626413047831448
2 20,NE,7.725937276664075
2 20,NE,-1.3341403803341307
2 20,NE,-1.1846110090342392
2 20,NE,0.18296445914259182
2 20,NE,6.417702169169249
2 20,NE,2.2953286607772507
2 20,NE,2.309847313470185
2 20,NE,5.983263923673269
2 20,NE,1.7289599707831167
2 20,NE,8.80263505782029
2 20,NE,1.4700769098128412
2 20,NE,6.0256529952123214
2 20,NE,2.0065044940289587
2 20,NE,2.4851878398039804
2 20,NE,0.6773846266715227
2 20,NE,6.501186808099476
2 20,NE,1.3604604826736428
2 20,NE,-0.39353608953172775
2 20,NE,7.78874856995073
2 20,NE,6.794746801127011
2 20,NE,2.230223813465314
2 20,NE,9.248851280714307
2 20,NE,4.0420582474668985
2 20,NE,-0.9103746423892239
2 20,NE,7.171265190376767
2 20,NE,0.4692809381719266
2 20,NE,2.4851878398039804
2 20,NE,8.245663950160184
2 20,NE,-0.6992813403392332
2 20,NE,0.2751459609280677
2 20,NE,2.196966869174049
2 20,NE,5.845356433025208
2 20,NE,0.751375968023914
2 20,NE,-0.24552740541801266
2 20,NE,1.9505969346453156
2 20,NE,8.289332331422582
2 20,NE,-0.1660092839399356
2 20,NE,0.9696345036590337
2 20,NE,-1.1515351476683242
2 20,NE,-0.46558700366518263
2 20,NE,-0.5976542750728786
2 20,NE,4.758467037724569
2 20,NE,0.48505774142691777
2 20,NE,0.7987547801657865
2 20,NE,1.714685923446795
2 20,NE,0.20775006226500412
2 20,NE,0.5987579134331321
2 20,NE,-0.8323636131047764
2 20,NE,1.4700769098128412
2 20,NE,8.289332331422582
2 20,NE,0.7987547801657865
2 20,NE,7.78874856995073
2 20,NE,5.372406429751282
2 20,NE,0.751375968023914
2 20,NE,7.40614302549188
2 20,NE,1.9808681289667116
2 20,NE,6.698735075664368
2 20,NE,0.5987579134331321
2 20,NE,-1.1129178711015784
2 20,NE,5.692894446506072
2 20,NE,-1.3341403803341307
2 20,NE,4.9477943781465354
2 20,NE,8.176839019314139
2 20,NE,1.9808681289667116
2 20,NE,-0.46558700366518263
2 20,NE,-2.729048316189959
2 20,NE,1.5873928706991791
2 20,NE,-0.9783540009706428
2 20,NE,1.9808681289667116
2 20,NE,-1.5534142551147128
2 20,NE,-0.0797357202062443
2 20,NE,-1.258104257692985
2 20,NE,-1.1497604254531033
2 20,NE,-0.17074874712151403
2 20,NE,8.289332331422582
2 20,NE,2.230223813465314
2 20,NE,6.720231493634066
2 20,NE,5.372406429751282
2 20,NE,5.372406429751282
2 20,NE,7.40614302549188
2 20,NE,0.4486518490757183
2 20,NE,2.4851878398039804
2 20,NE,-1.4158919552528473
2 20,NE,5.740284425328554
2 20,NE,-0.1660092839399356
2 20,NE,-1.1497604254531033
2 20,NE,-0.755893825428554
2 20,NE,-1.6484807165713042
2 20,NE,5.983263923673269
2 20,NE,1.8530026332292608
2 20,NE,-1.1868492385503837
2 20,NE,9.099686968924473
2 20,NE,1.6374215303348039
2 20,NE,6.720231493634066
2 20,NE,0.5987579134331321
2 20,NE,3.0311313059627745
2 20,NE,7.463596234639134
2 20,NE,5.981265501968243
2 20,NE,5.802108628378549
2 20,NE,7.840410540565945
2 20,NE,1.663042164249509
2 20,NE,4.758467037724569
2 20,NE,8.91058840508393
2 20,NE,2.1626413047831448
2 20,NE,5.479235708565816
2 20,NE,7.932500831829071
2 20,NE,6.794746801127011
2 20,NE,1.3988704477929261
2 20,NE,5.928436205568222
2 20,NE,0.3626076677780225
2 20,NE,-0.06727223867997868
2 20,NE,6.879276462186798
2 20,NE,2.6921733225594524
2 20,NE,3.4987410984983955
2 20,NE,1.449777509479304
2 20,NE,1.064535879429147
2 20,NE,2.421125249910504
2 20,NE,-0.8650040282190382
2 20,NE,4.758467037724569
2 20,NE,6.408577876899025
2 20,NE,-2.3587783919623164e-5
2 20,NE,1.0213284149048905
2 20,NE,-0.06727223867997868
2 20,NE,6.417702169169249
2 20,NE,-0.0797357202062443
2 20,NE,5.692894446506072
2 20,NE,1.663042164249509
2 20,NE,1.9505969346453156
2 20,NE,7.096194798307039
2 20,NE,6.879276462186798
2 20,NE,6.408577876899025
2 20,NE,5.443627294901583
2 20,NE,6.0256529952123214
2 20,NE,7.906011341444305
2 20,NE,1.1598369703680484
2 20,NE,2.2953286607772507
2 20,NE,-0.24552740541801266
2 20,NE,6.429622898118663
2 20,NE,6.0256529952123214
2 20,NE,4.625766393304497
2 20,NE,2.5455879300461506
2 20,NE,2.087522935945593
2 20,NE,0.9696345036590337
2 20,NE,0.9696345036590337
2 20,NE,7.78874856995073
2 20,NE,5.479235708565816
2 20,NE,4.984255468765583
2 20,NE,-0.2688225651220169
2 20,NE,-0.9783540009706428
2 20,NE,-1.1846110090342392
2 20,NE,6.879276462186798
2 20,NE,0.03917750930250244
2 20,NE,8.80263505782029
2 20,NE,0.803838594262034
2 20,NE,1.0213284149048905
2 20,NE,2.781843358714871
2 20,NE,-0.8323636131047764
2 20,NE,0.6773846266715227
2 20,NE,0.751375968023914
2 20,NE,-0.7572963707457857
2 20,NE,-1.6484807165713042
2 20,NE,-2.3587783919623164e-5
2 20,NE,-0.8956456016533206
2 20,NE,3.4987410984983955
2 20,NE,1.9505969346453156
2 20,NE,4.625766393304497
2 20,NE,-2.729048316189959
2 20,NE,-0.12573703617802845
2 20,NE,5.319107133583949
2 20,NE,-0.7572963707457857
2 20,NE,2.2953286607772507
2 20,NE,0.9696345036590337
2 20,NE,5.928436205568222
2 20,NE,2.5455879300461506
2 20,NE,6.720231493634066
2 20,NE,2.1604561310124657
2 20,NE,2.781843358714871
2 20,NE,4.0420582474668985
2 20,NE,-2.3587783919623164e-5
2 20,NE,0.7987547801657865
2 20,NE,4.9477943781465354
2 20,NE,6.879276462186798
2 20,NE,7.121495645935066
2 20,NE,6.3809395678653145
2 20,NE,-0.6992813403392332
2 20,NE,5.479235708565816
2 20,NE,-0.17074874712151403
2 20,NE,7.932500831829071
2 20,NE,4.625766393304497
2 20,NE,6.973788408631177
2 20,NE,2.421125249910504
2 20,NE,9.248851280714307
2 20,NE,-0.24552740541801266
2 20,NE,-1.1515351476683242
2 20,NE,6.963153364704545
2 20,NE,5.372406429751282
2 20,NE,-0.1660092839399356
2 20,NE,0.751375968023914
2 20,NE,2.781843358714871
2 20,NE,-1.6484807165713042
2 20,NE,-2.729048316189959
2 20,NE,2.6921733225594524
2 20,NE,2.2953286607772507
2 20,NE,5.928436205568222
2 20,NE,6.444483222934761
2 20,NE,2.2611412372909734
2 20,NE,5.981265501968243
2 20,NE,4.0420582474668985
2 20,NE,1.2024852065705705
2 20,NE,8.176839019314139
2 20,NE,0.03917750930250244
2 20,NE,1.714685923446795
2 20,NE,5.321400010178036
2 20,NE,8.409948810412853
2 20,NE,-0.7134891271016331
2 20,NE,-0.1090414384880375
2 20,NE,6.720231493634066
2 20,NE,0.4463206318483475
2 20,NE,1.714685923446795
2 20,NE,-0.8956456016533206
2 20,NE,0.5083563204387607
2 20,NE,7.78874856995073
2 20,NE,0.751375968023914
2 23,E,-0.9803003335196346
2 23,E,-0.43875508131470786
2 23,E,-0.5077213756366046
2 23,E,0.203460334869207
2 23,E,-0.7919027835533561
2 23,E,-0.0347806081731362
2 23,E,-0.6000016532723929
2 23,E,-3.3636499162493174
2 23,E,0.24426840311064563
2 23,E,-0.4646776812395636
2 23,E,-1.0385233983086726
2 23,E,-0.42632376261432897
2 23,E,-0.7149515520699814
2 23,E,-2.2322862798024983
2 23,E,-0.8351079887185398
2 23,E,-0.5276420592391978
2 23,E,-1.8566537232060851
2 23,E,-0.25092518998982644
2 23,E,-0.295301933535122
2 23,E,-0.5254153359089945
2 23,E,-1.1287702184902604
2 23,E,-1.2762944065867987
2 23,E,-0.9915545578729208
2 23,E,-0.9666677103039377
2 23,E,0.17170439952896469
2 23,E,-1.1454515532667233
2 23,E,-0.9045067730141819
2 23,E,-1.0479392642144472
2 23,E,-2.3306242641876445
2 23,E,-0.9970850093349526
2 23,E,-0.6003963103395166
2 23,E,-0.17518427292805414
2 23,E,0.6012293183895091
2 23,E,-0.16303085944613863
2 23,E,-1.1370804943410995
2 23,E,1.0576848881846632
2 23,E,-0.6827167718923258
2 23,E,-0.9682148025268587
2 23,E,1.1209227465244875
2 23,E,-0.9752718772343965
2 23,E,-1.248080590515545
2 23,E,-3.79332841659775
2 23,E,-0.23776937562780154
2 23,E,-0.75294211041748
2 23,E,-0.22479431720564635
2 23,E,0.20038515636949672
2 23,E,-0.996669064072525
2 23,E,-2.244090284169852
2 23,E,-1.05747516220392
2 23,E,-2.0182197891653195
2 23,E,-0.5628528894560468
2 23,E,-0.6640804930695607
2 23,E,-0.6000016532723929
2 23,E,-0.8733575460337709
2 23,E,-0.353025033592409
2 23,E,-1.683599236467945
2 23,E,-0.014173315904998336
2 23,E,-0.39165952783078184
2 23,E,-1.7054500093594656
2 23,E,-2.068053430969549
2 23,E,-0.44916590011390706
2 23,E,-0.5774368499662371
2 23,E,-0.5712061627176617
2 23,E,-0.4002500335605139
2 23,E,-1.7510693292401185
2 23,E,0.12717052898957956
2 23,E,-0.7134318312705948
2 23,E,0.5437294306633466
2 23,E,-1.816411983489133
2 23,E,0.5624450347996467
2 23,E,-0.09618857831131124
2 23,E,-0.11854369122464294
2 23,E,1.123648158616064
2 23,E,-0.8658952185535176
2 23,E,-0.9211445136141693
2 23,E,-0.6556266009955434
2 23,E,0.5844454926297106
2 23,E,-0.40573422640763374
2 23,E,-0.6872046032131786
2 23,E,-0.6533691432300446
2 23,E,-0.6767767548781815
2 23,E,-1.2648343894388283
2 23,E,-0.5864689810330627
2 23,E,-1.0966253201490201
2 23,E,-2.1855628407341947
2 23,E,-0.6695654003857215
2 23,E,-0.7153612233873835
2 23,E,0.16839533593146175
2 23,E,-1.0698865908926363
2 23,E,-2.055125046112132
2 23,E,-0.45147168157297873
2 23,E,-0.8228649078096357
2 23,E,-1.2381012738276815
2 23,E,-2.3933958678627927
2 23,E,-0.8062960362924699
2 23,E,-0.4817786530290355
2 23,E,0.08930413736334829
2 23,E,-2.3570744964070873
2 23,E,-0.9767166028786953
2 23,E,0.0687216255216236
2 23,E,-0.8091083965703245
2 23,E,-1.3963504706206793
2 23,E,-2.5071393632529646
2 23,E,0.6180613080224384
2 23,E,-1.0456249130455626
2 23,E,-0.5481806674022734
2 23,E,-0.005280787817726074
2 23,E,-0.6207242273615555
2 23,E,-0.32314300993051986
2 23,E,-0.6437101758084356
2 23,E,-0.3677466827629298
2 23,E,-0.05079680786806095
2 23,E,-0.665106003220961
2 23,E,-0.15873954931948087
2 23,E,0.22794767395725093
2 23,E,-2.3913621436222963
2 23,E,-0.12157730182435782
2 23,E,-0.04127208092912114
2 23,E,-0.5953786518117832
2 23,E,-0.2126126775867504
2 23,E,-1.2460362052984526
2 23,E,-2.1907625332131717
2 23,E,-0.3852835885856583
2 23,E,-0.3910206012749331
2 23,E,-3.144647738203574
2 23,E,-0.2527099575515906
2 23,E,-0.9049617491763691
2 23,E,-0.542129769910178
2 23,E,-0.5733017495505525
2 23,E,-0.42483588326188626
2 23,E,-0.6710089796797258
2 23,E,-0.5169621904173289
2 23,E,-0.9961126136978197
2 23,E,-0.3522217552941193
2 23,E,-0.4441825193135594
2 23,E,-0.7172963224281124
2 23,E,0.11078753289300518
2 23,E,-0.39953620309450344
2 23,E,-1.809983242743994
2 23,E,-0.9899880672975292
2 23,E,-0.7047329948454516
2 23,E,0.34179104597606563
2 23,E,-0.32447642614747596
2 23,E,-0.40258967643205856
2 23,E,-3.2734732631102412
2 23,E,-0.2922208177428138
2 23,E,-0.377633007510279
2 23,E,-0.3372295776166261
2 23,E,-0.712811176127905
2 23,E,-0.33349693204381786
2 23,E,-0.8173019691719942
2 23,E,0.41760548925774643
2 23,E,-1.4357014069134533
2 23,E,-0.28025585632882516
2 23,E,-0.9869595882228631
2 23,E,-2.3207964503204854
2 23,E,0.039413960166080474
2 23,E,0.6550624947355853
2 23,E,-0.8841061704816725
2 23,E,-0.9704009603258944
2 23,E,-0.8228593265034261
2 23,E,-0.3299809845253718
2 23,E,-0.3962222317012629
2 23,E,-0.3821918174255791
2 23,E,-0.6533691432300446
2 23,E,-1.1434030569990334
2 23,E,-1.4118756947766251
2 23,E,-0.9600053523825246
2 23,E,-2.0346095945079195
2 23,E,-0.715870895647949
2 23,E,0.18862981842860285
2 23,E,-0.631955102750594
2 23,E,0.03532041495837596
2 23,E,-0.5683397222253396
2 23,E,0.006311395214199767
2 23,E,-0.23177172458006343
2 23,E,-0.10523379168957402
2 23,E,0.5844454926297106
2 23,E,-0.1766049262266462
2 23,E,-1.2895158736440053
2 23,E,-1.7614258018954965
2 23,E,-0.5903774852929878
2 23,E,-0.4199388556544651
2 23,E,-0.22576388615709314
2 23,E,-0.008843542575476341
2 23,E,-1.101239089282081
2 23,E,-1.4540396624935774
2 23,E,-0.0037780654422960545
2 23,E,0.5425488385901238
2 23,E,-0.4796220448065153
2 23,E,0.11842748016640178
2 23,E,0.04144535062309619
2 23,E,-0.9390463592058939
2 23,E,-0.6488210826737162
2 23,E,0.13443616109609224
2 23,E,-3.0534808896302055
2 23,E,-0.5114341639866515
2 23,E,0.4520752657041233
2 23,E,1.0114561795296415
2 23,E,0.0761971415120122
2 23,E,-0.6791447090965923
2 23,E,-0.5431913765650415
2 23,E,-0.8213633745343979
2 23,E,-0.16765287399093662
2 23,E,0.75363066442359
2 23,E,-0.5864689810330627
2 23,E,0.20402183141795519
2 23,E,0.04114674048670216
2 23,E,-0.7917869702985179
2 23,E,-1.6152193313796386
2 23,E,-1.0054445072027907
2 23,E,-0.7278448232591916
2 23,E,-0.5843673145999037
2 23,E,-0.472476654459544
2 23,E,-0.9739136334038169
2 23,E,-0.49978649206024545
2 23,E,-2.210948971521494
2 23,E,-0.7975317616392026
2 23,E,-1.7113429416887613
2 23,E,-2.0621604986402526
2 23,E,-0.9651087145026555
2 23,E,-3.222841531190061
2 23,E,-0.3607736308233074
2 23,E,-1.0002589051929742
2 23,E,0.28337158455248435
2 23,E,-0.5405897450452032
2 23,E,-0.48282235616056846
2 23,E,1.1612941701218542
2 23,E,-0.39550824609308716
2 23,E,-0.13948327573667937
2 23,E,0.4410601600520105
2 23,E,-0.06359302936756321
2 23,E,-0.048811924098504225
2 23,E,-1.1301858498219235
2 23,E,-1.2748787752551356
2 23,E,-1.2022976619514665
2 23,E,-1.9691797907247095
2 23,E,-0.3542874345239448
2 23,E,-0.03455957389752843
2 23,E,-0.25789257444298713
2 23,E,0.6120528319630701
2 23,E,-0.5604840801290216
2 23,E,-2.3178706266095586
2 23,E,-0.23208121305030605
2 23,E,0.007388631553527297
2 23,E,-0.5294053256833618
2 23,E,-0.5751667096400013
2 23,E,0.442060832802578
2 23,E,-0.6513001901684401
2 23,E,-0.665106003220961
2 23,E,-0.8372809531582469
2 23,E,-1.4038278651633744
2 23,E,-0.3517829024353475
2 23,E,-0.9058781583222456
2 23,E,-0.7212097989422697
2 23,E,-1.405557187270991
2 23,E,0.27023800605368253
2 23,E,-0.5906255592938867
2 23,E,0.16911624944624787
2 23,E,-1.0774530306504488
2 23,E,-1.4957193216841476
2 23,E,-1.0774530306504488
2 23,E,-1.4957193216841476
2 23,E,-0.42391652880270114
2 23,E,-0.7485245036892912
2 23,E,0.5437294306633466
2 23,E,-0.59527890166575
2 23,E,0.5427519055117925
2 23,E,-0.32095095674144297
2 23,E,-0.4860283051306766
2 23,E,0.13955577777884903
2 23,E,-0.3953137369005958
2 23,E,-0.6207242273615555
2 23,E,-2.3217059004553264
2 23,E,0.29645024988165025
2 23,E,-1.082201265050121
2 23,E,-1.810257011427235
2 23,E,0.07295429289749826
2 23,E,-0.6745454762246446
2 23,E,-0.5429726606535058
2 23,E,0.48402527932050093
2 23,E,-3.222841531190061
2 23,E,-0.5260014624873894
2 23,E,0.2912543793292315
2 23,E,-0.8032866004185495
2 23,E,-1.4606655579849885
2 23,E,-1.6395928031900422
2 23,E,-0.7569815622142567
2 23,E,-0.16300917534421677
2 23,E,-1.5354368748949436
2 23,E,-1.9994313343418693
2 23,E,-1.2003378915359264
2 23,E,-1.407227097749664
2 23,E,-0.09031008278948356
2 23,E,-0.07993616665429824
2 23,E,-0.4707564641019465
2 23,E,-1.0852006225795467
2 23,E,-1.88466104848116
2 23,E,-0.048811924098504225
2 23,E,-0.11093765429840934
2 23,E,-0.6879516137776167
2 23,E,-0.09618857831131124
2 23,E,-0.7317705689226911
2 23,E,-3.3636499162493174
2 23,E,0.2628920794795784
2 23,E,-2.3913621436222963
2 23,E,0.12165254094144867
2 23,E,-0.17686430885408447
2 23,E,-2.437875388419503
2 23,E,-1.180072525833591
2 23,E,-0.7149515520699814
2 23,E,0.1606514531940141
2 23,E,-0.46787949498539594
2 23,E,-0.49670824816344306
2 23,E,-1.082201265050121
2 23,E,-1.810257011427235
2 23,E,-0.5237231106024383
2 23,E,-0.3848435048680251
2 23,E,-3.0691790980966696
2 23,E,-0.9081968069310109
2 23,E,-0.005280787817726074
2 23,E,-1.2722754094442097
2 23,E,-1.6334399133020985
2 23,E,-0.05939074588666819
2 23,E,0.29623328398574084
2 23,E,-0.5481806674022734
2 23,E,-0.41280950156735596
2 23,E,-0.2257171532736829
2 23,E,1.0114561795296415
2 23,E,-0.888975127808261
2 23,E,-1.0603088500337223
2 23,E,-0.9176666651934159
2 23,E,-0.29258647435987517
2 23,E,-0.3018175203389533
2 23,E,-0.8080385241690415
2 23,E,-0.47737803456263495
2 23,E,-0.8968693824816932
2 23,E,-2.0711488449474844
2 23,E,-0.4710234335697972
2 23,E,-0.8150833261726627
2 23,E,-0.8189623829376467
2 23,E,-0.83596548008254
2 23,E,-2.4336494346004076
2 23,E,-0.7855792767567025
2 23,E,-0.8520415972666314
2 23,E,-0.3677466827629298
2 23,E,0.49293488681413744
2 23,E,0.24426840311064563
2 23,E,-0.888975127808261
2 23,E,-1.0603088500337223
2 23,E,-0.6587750573391998
2 23,E,-1.0806943116085261
2 23,E,-1.49247804072607
2 23,E,-0.3184315437483265
2 23,E,-0.6594797591366888
2 23,E,-0.6879516137776167
2 23,E,-0.1021405594094202
2 23,E,0.027657583874043927
2 23,E,-0.11237052888610621
2 23,E,-0.9880002573537905
2 23,E,-1.103098094916061
2 23,E,-2.2187412578051116
2 23,E,-0.011572083542844586
2 23,E,-0.03965499030597292
2 23,E,-0.44916590011390706
2 23,E,-0.44878513548233134
2 23,E,-0.6533691432300446
2 23,E,-0.5623701923279604
2 23,E,-2.057717782854409
2 23,E,-0.6641244124857859
2 23,E,0.1216510570436572
2 23,E,0.8020688464516659
2 23,E,-0.2442948189018151
2 23,E,-0.4486636316895015
2 23,E,0.37727109432855804
2 23,E,-1.7531844107914278
2 23,E,-1.9955657537078486
2 23,E,0.467217604346693
2 23,E,0.7502872189114483
2 23,E,0.16810346183178962
2 23,E,-0.49049791006049515
2 23,E,-0.3306602482208909
2 23,E,-0.22783055911433797
2 23,E,-1.4450556663508458
2 23,E,0.106758200755148
2 23,E,-0.307489916805773
2 23,E,-2.2093239733295116
2 23,E,-0.9944075930873453
2 23,E,-0.0591494149878599
2 23,E,-0.6430263813019588
2 23,E,-1.5859648560110224
2 23,E,-1.9736566290555284
2 23,E,-0.3420483524565907
2 23,E,0.4406162349515413
2 23,E,-0.9509745157913485
2 23,E,0.004306744509843032
2 23,E,-0.12201485138189552
2 23,E,-0.735030213789596
2 23,E,-1.4940436951052585
2 23,E,-0.48683541361027927
2 23,E,-0.8969306678134925
2 23,E,-0.43540492517430696
2 23,E,-0.3107791725497791
2 23,E,-0.4277337991033463
2 23,E,-0.8267922796559546
2 23,E,-0.757640092368095
2 23,E,-1.1859224443289758
2 23,E,-0.9998824574847768
2 23,E,-2.4737017257796747
2 23,E,-0.2527099575515906
2 23,E,-0.2838066043350744
2 23,E,-1.3141917596620527
2 23,E,-1.7446647237629362
2 23,E,-0.5237231106024383
2 23,E,0.0855171614465889
2 23,E,-0.9432017134070334
2 23,E,-1.297907104914588
2 23,E,-0.8597054864246042
2 23,E,0.3954121972528698
2 23,E,0.17930191290099104
2 23,E,-1.70632024541589
2 23,E,-2.3133275962650575
2 23,E,-0.47564748274927043
2 23,E,-0.22479431720564635
2 23,E,-2.2394972087386193
2 23,E,-0.6126081642947421
2 23,E,0.6079934586573764
2 23,E,-1.0400379076898705
2 23,E,-0.8842140621137546
2 23,E,0.1167253972757188
2 23,E,-0.4623094401976975
2 23,E,0.12822212496153348
2 23,E,-1.0049233701817204
2 23,E,-0.8447538029120689
2 23,E,0.5381142146676169
2 23,E,-0.7193081522016849
2 23,E,-0.9509745157913485
2 23,E,0.030629979905345536
2 23,E,-0.6954353373014062
2 23,E,-0.07016387237989026
2 23,E,0.5575072676653162
2 23,E,0.4230755724161536
2 23,E,-0.48213847329394965
2 23,E,1.0659459493100851
2 23,E,-0.4552373931340547
2 23,E,-3.4798314949452087
2 23,E,-1.5190674334880074
2 23,E,-1.0037741817425152
2 23,E,-0.6230668896413426
2 23,E,-0.03504741611347159
2 23,E,1.032105967030601
2 23,E,-2.214151787197135
2 23,E,1.0659459493100851
2 23,E,0.4410601600520105
2 23,E,0.203460334869207
2 23,E,-0.039455922381027575
2 23,E,-0.4292944497870445
