pairs,OTU_1,OTU_2,Treatment,value
18 20,18,20,NE,1.6620700473547123
18 20,18,20,NE,-0.2024452662508996
18 20,18,20,NE,-0.4539583002664156
18 20,18,20,NE,-0.18374386238557258
18 20,18,20,NE,1.4585927367992844
18 20,18,20,NE,-3.0663920156271627
18 20,18,20,NE,0.1034710407351593
18 20,18,20,NE,0.4946918532510969
18 20,18,20,NE,0.2785343374628125
18 20,18,20,NE,0.17033552277839956
18 20,18,20,NE,-1.1670746257547184
18 20,18,20,NE,0.3118845420904184
18 20,18,20,NE,-0.1099346357148001
18 20,18,20,NE,1.2320862090965439
18 20,18,20,NE,-0.11362194778808947
18 20,18,20,NE,1.9740375503581369
18 20,18,20,NE,-0.4227813121960301
18 20,18,20,NE,1.3102650040521155
18 20,18,20,NE,0.31017577406852526
18 20,18,20,NE,0.571181963218495
18 20,18,20,NE,-0.4539583002664156
18 20,18,20,NE,4.40606406494524e-4
18 20,18,20,NE,-1.5465313777070477
18 20,18,20,NE,0.17084376457544898
18 20,18,20,NE,-0.14398201161975685
18 20,18,20,NE,0.0758948494802931
18 20,18,20,NE,0.30618374632324663
18 20,18,20,NE,-0.09114503873228952
18 20,18,20,NE,-0.4045644276926226
18 20,18,20,NE,-0.32482617044004736
18 20,18,20,NE,-0.1029084329906722
18 20,18,20,NE,-0.1567195175877197
18 20,18,20,NE,-0.5090533231565849
18 20,18,20,NE,0.3998067939684066
18 20,18,20,NE,0.058907128985887514
18 20,18,20,NE,-0.14278435842311257
18 20,18,20,NE,1.4732548835762027
18 20,18,20,NE,2.0835164003552373
18 20,18,20,NE,1.4063410916145869
18 20,18,20,NE,0.6297576050831288
18 20,18,20,NE,0.27857159538039705
18 20,18,20,NE,2.6331770455572117
18 20,18,20,NE,0.22347620317636002
18 20,18,20,NE,-0.4414488896858377
18 20,18,20,NE,-1.0849221455475504
18 20,18,20,NE,0.5401329431273914
18 20,18,20,NE,-0.2586963050668773
18 20,18,20,NE,0.7908329040892064
18 20,18,20,NE,-0.3645810960753003
18 20,18,20,NE,0.571181963218495
18 20,18,20,NE,-0.19760026614010837
18 20,18,20,NE,-1.4591150416032186
18 20,18,20,NE,0.30626489207468466
18 20,18,20,NE,0.24649497340633686
18 20,18,20,NE,0.025000960485485894
18 20,18,20,NE,1.2855521610946619
18 20,18,20,NE,-0.5943044485518963
18 20,18,20,NE,-2.3461513602634745
18 20,18,20,NE,1.103247869931222
18 20,18,20,NE,1.4479371297018522
18 20,18,20,NE,-0.3777494588672387
18 20,18,20,NE,-1.1713485291131072
18 20,18,20,NE,-1.5622810011588215
18 23,18,23,E,-0.07396728281065652
18 23,18,23,E,-0.2253642695663136
18 23,18,23,E,-0.23850047850315015
18 23,18,23,E,0.6669195654784328
18 23,18,23,E,0.1697302009943785
18 23,18,23,E,0.55436740063652
18 23,18,23,E,-0.3499968518299294
18 23,18,23,E,0.39138456198068483
18 23,18,23,E,-2.7447060370199066
18 23,18,23,E,0.7641177338125653
18 23,18,23,E,0.10101569123642555
18 23,18,23,E,-0.7883620375586892
18 23,18,23,E,-0.4187223618638082
18 23,18,23,E,-0.4069712565182209
18 23,18,23,E,-0.6150024238804229
18 23,18,23,E,-0.8526763474380592
18 23,18,23,E,-0.3804179526598719
18 23,18,23,E,0.5136603729652713
18 23,18,23,E,0.7464508307061402
18 23,18,23,E,0.1545967879841185
18 23,18,23,E,-0.30614054684122227
18 23,18,23,E,0.4407932761373721
18 23,18,23,E,-2.6382590119297977
18 23,18,23,E,-2.4063493648528436
18 23,18,23,E,-0.8651191117782515
18 23,18,23,E,0.36134744407600017
18 23,18,23,E,-2.1362548348912984
18 23,18,23,E,-0.8918358395584979
18 23,18,23,E,-0.3553657930483912
18 23,18,23,E,-0.04098541749124346
18 23,18,23,E,-0.5429706556921872
18 23,18,23,E,0.7400824703552784
18 23,18,23,E,0.14320394985600288
18 23,18,23,E,-2.7346024813337597
18 23,18,23,E,-2.25013323896847
18 23,18,23,E,-0.034922179940528854
18 23,18,23,E,0.9590153882397214
18 23,18,23,E,-2.155856204127495
18 23,18,23,E,-0.5743219447686424
18 23,18,23,E,-0.5220094717758428
18 23,18,23,E,-0.26940554426473995
18 23,18,23,E,-1.3635809206047256
18 23,18,23,E,-2.278766034711267
18 23,18,23,E,-0.8648249516441858
18 23,18,23,E,-0.1259563045365146
18 23,18,23,E,0.3919363924380014
18 23,18,23,E,-2.215029488001379
18 23,18,23,E,-2.2359779971488485
18 23,18,23,E,0.3582714050199694
18 23,18,23,E,-2.2223233307203483
18 23,18,23,E,0.47938761771305055
18 23,18,23,E,-0.2768980227364609
18 23,18,23,E,-0.5275282255847455
18 23,18,23,E,-0.5676049832765263
18 23,18,23,E,0.8454875662260055
18 23,18,23,E,-2.7244966747802133
18 23,18,23,E,-0.47947179571873255
18 23,18,23,E,0.06837448100777269
18 23,18,23,E,0.26508876406028936
18 23,18,23,E,-0.6119561768771964
18 23,18,23,E,0.7850052402635262
18 23,18,23,E,-0.8377902087122511
18 23,18,23,E,-0.21055404999080984
18 23,18,23,E,-0.06147134765789048
18 23,18,23,E,0.35031604442585856
18 23,18,23,E,0.6926734938712155
18 23,18,23,E,-2.183362102109315
18 23,18,23,E,-2.5377217475252314
18 23,18,23,E,-2.6289435786506306
18 23,18,23,E,0.7409799828418863
18 23,18,23,E,-2.317525701780723
18 23,18,23,E,0.3557168179236215
18 23,18,23,E,0.15660910635734027
18 23,18,23,E,-2.0320300020489657
18 23,18,23,E,0.5225075630214168
18 23,18,23,E,0.7927344990897099
18 23,18,23,E,-0.3136974220551223
18 23,18,23,E,0.6946966253114538
18 23,18,23,E,-0.4208235748897068
18 23,18,23,E,-0.6392869345193294
18 23,18,23,E,0.1848221245285703
18 23,18,23,E,-0.3945876877907508
18 23,18,23,E,-0.7864524681967334
18 23,18,23,E,-2.482257488432603
18 23,18,23,E,0.5629015536878924
18 23,18,23,E,-0.7059327562262785
18 23,18,23,E,-2.421797730891275
18 23,18,23,E,-0.7861322061504007
18 23,18,23,E,-2.3618818971002193
18 23,18,23,E,0.8308701711974514
18 23,18,23,E,-0.7900467630693061
18 23,18,23,E,0.622926272298619
18 23,18,23,E,-1.4125271151366074
18 23,18,23,E,-2.191485791752719
18 23,18,23,E,-1.271329244656222
18 23,18,23,E,-2.6636697881996874
18 23,18,23,E,-2.5234349968610594
18 23,18,23,E,-0.3199991155369552
18 23,18,23,E,-2.163386562602017
18 23,18,23,E,-0.23507341024475145
18 23,18,23,E,0.8024319306443564
18 23,18,23,E,-0.34192647631545664
18 23,18,23,E,-1.554344626906261
18 23,18,23,E,-2.000939750109324
18 23,18,23,E,-0.0824913936135016
18 23,18,23,E,0.33573730306860544
18 23,18,23,E,-2.208197151108894
18 23,18,23,E,-0.3953060292265874
18 23,18,23,E,-0.14718992545828224
18 23,18,23,E,-2.4727871383805495
18 23,18,23,E,-0.8673867680501441
18 23,18,23,E,-1.5198303678124518
18 23,18,23,E,0.1524924825929401
18 23,18,23,E,0.5534407719090523
18 23,18,23,E,0.5005477082859481
18 23,18,23,E,-0.9426027597423212
18 23,18,23,E,-2.0679952584922816
18 23,18,23,E,-2.1299466715926987
18 23,18,23,E,-2.130334813199316
18 23,18,23,E,0.7592918174064709
18 23,18,23,E,-0.8894510916546654
18 23,18,23,E,-2.4194270664127937
18 23,18,23,E,-2.6043876696573314
18 23,18,23,E,-0.9380907470893707
18 23,18,23,E,0.6945138375153485
18 23,18,23,E,0.6807010610309194
18 23,18,23,E,0.10013506470395031
18 23,18,23,E,-0.10848903475329856
18 23,18,23,E,-0.07156324810481554
18 23,18,23,E,-2.349048403677997
18 23,18,23,NE,-0.5464808816545084
18 23,18,23,NE,-1.1532939972475449
18 23,18,23,NE,-2.0215991100267234
18 23,18,23,NE,-1.3695697726041673
18 23,18,23,NE,-1.9921738295342533
18 23,18,23,NE,-0.5796458171514409
18 23,18,23,NE,-1.0757281698639396
18 23,18,23,NE,-0.5653719779218828
18 23,18,23,NE,-2.1296715755099362
18 23,18,23,NE,-2.203343816091505
18 23,18,23,NE,-0.6114828417222294
18 23,18,23,NE,-2.102303369544367
18 23,18,23,NE,-0.6755340527275642
18 23,18,23,NE,-2.252426079502737
18 23,18,23,NE,-2.4674135972423246
18 23,18,23,NE,-0.558131135507394
18 23,18,23,NE,-1.978964730052888
18 23,18,23,NE,-0.40982692405482607
18 23,18,23,NE,-1.4679827645087677
18 23,18,23,NE,-0.7258528694138328
18 23,18,23,NE,-2.4578877330735125
18 23,18,23,NE,-2.631429758727487
18 23,18,23,NE,-2.7689796323614084
18 23,18,23,NE,-0.6615991783984845
18 23,18,23,NE,-2.0209771009755366
18 23,18,23,NE,-0.575235374577493
18 23,18,23,NE,-0.7379359008622303
18 23,18,23,NE,-1.9446403785117907
18 23,18,23,NE,-2.0405081988212546
18 23,18,23,NE,-0.3046713985542452
18 23,18,23,NE,-2.2593480464640487
18 23,18,23,NE,-2.215805884548316
18 23,18,23,NE,-2.2970472168093137
18 23,18,23,NE,-2.1841314264739364
18 23,18,23,NE,0.03605121737274691
18 23,18,23,NE,-2.173038115470315
18 23,18,23,NE,-2.455073594548973
18 23,18,23,NE,-2.331451222427504
18 23,18,23,NE,-2.7130403313967277
18 23,18,23,NE,-2.506838983571768
18 23,18,23,NE,-2.3003314844444054
18 23,18,23,NE,-2.733067671232933
18 23,18,23,NE,-1.9668333520358734
18 23,18,23,NE,-2.027847357765059
18 23,18,23,NE,-0.5248197603954174
18 23,18,23,NE,-1.2204573594478043
18 23,18,23,NE,-2.831387910748821
18 23,18,23,NE,-0.6669982939741802
18 23,18,23,NE,-2.1571867573217287
18 23,18,23,NE,-2.606870797813234
18 23,18,23,NE,-2.2291838419501913
18 23,18,23,NE,-0.5075501877519653
18 23,18,23,NE,-2.3841512550880113
18 23,18,23,NE,-2.736191042085482
18 23,18,23,NE,-2.4457371288197813
18 23,18,23,NE,-2.4496424178916394
18 23,18,23,NE,-0.5285642538864086
18 23,18,23,NE,-2.1118650949085804
18 23,18,23,NE,-2.213901493591322
18 23,18,23,NE,-2.2224227075489877
18 23,18,23,NE,-2.2349424913554743
18 23,18,23,NE,-2.278895506078992
18 23,18,23,NE,-2.0890041792993532
18 23,18,23,NE,-2.234476090528849
18 23,18,23,NE,-2.126565658508608
18 23,18,23,NE,-0.6478000775407551
18 23,18,23,NE,-2.4477421359006257
18 23,18,23,NE,-3.106247215744561
18 23,18,23,NE,-0.6306704321864152
18 23,18,23,NE,-2.4528790252409887
18 23,18,23,NE,-0.6976207185913844
18 23,18,23,NE,-2.2007664738392703
18 23,18,23,NE,-0.7899286834459254
18 23,18,23,NE,-1.9708188691730772
18 23,18,23,NE,-2.177830585927681
18 23,18,23,NE,-2.3014339005675777
18 23,18,23,NE,-2.230304744781481
18 23,18,23,NE,-2.3843922465658647
18 23,18,23,NE,-0.6275688293134524
18 23,18,23,NE,-2.36453306509717
18 23,18,23,NE,-2.764889789354805
18 23,18,23,NE,-0.4667068643352812
18 23,18,23,NE,-2.2460703302253315
18 23,18,23,NE,-2.7083765879619963
18 23,18,23,NE,-2.2342550348080428
18 23,18,23,NE,-1.0467174261835444
18 23,18,23,NE,-2.508537131750766
18 23,18,23,NE,-0.1758952753655645
18 23,18,23,NE,-2.3253517823555856
18 23,18,23,NE,-3.0199876402498247
18 23,18,23,NE,-3.401493330104647
18 23,18,23,NE,-2.1319739209123703
18 23,18,23,NE,-2.112402991783542
18 23,18,23,NE,-0.5233886078740387
18 23,18,23,NE,-2.184039919039947
18 23,18,23,NE,-2.515920977421715
18 23,18,23,NE,-0.4702640188677057
18 23,18,23,NE,-2.1185185593988116
18 23,18,23,NE,-0.6111352897575756
18 23,18,23,NE,-2.1855923266905974
18 23,18,23,NE,-2.3651260411297614
18 23,18,23,NE,-2.116071784011084
18 23,18,23,NE,-0.5750033600441705
18 23,18,23,NE,-2.065425988750819
18 23,18,23,NE,-0.6081311448604674
18 23,18,23,NE,-2.137502551147552
18 23,18,23,NE,-0.471769339336908
18 23,18,23,NE,-1.1981837065905943
18 23,18,23,NE,-0.5989515513521834
18 23,18,23,NE,-1.1651978451026808
18 23,18,23,NE,-2.2116993170654764
18 23,18,23,NE,-2.4821938948246514
18 23,18,23,NE,-0.41092839679896487
18 23,18,23,NE,-1.217699280623985
18 23,18,23,NE,-0.5227869951290495
18 23,18,23,NE,-2.507568391832694
18 23,18,23,NE,-2.200591877591156
18 23,18,23,NE,-2.7064745406446797
18 23,18,23,NE,-2.8768165515192545
18 23,18,23,NE,-0.34813041292202745
18 23,18,23,NE,-2.773990749408689
18 23,18,23,NE,-2.2022958547423763
18 23,18,23,NE,-0.6550578777776379
18 23,18,23,NE,-2.3977026527599197
18 23,18,23,NE,-0.09682583483956461
18 23,18,23,NE,-2.8459930575327874
18 23,18,23,NE,-2.233144018580855
18 23,18,23,NE,-2.0161561476653924
18 23,18,23,NE,-0.5739115865460126
18 23,18,23,NE,-2.5517932826886813
18 23,18,23,NE,-2.158709059683346
18 23,18,23,NE,-2.4159950372762102
18 23,18,23,NE,-2.1140280052662432
18 23,18,23,NE,-2.3989515592143906
18 23,18,23,NE,-0.4593622386657685
18 23,18,23,NE,-2.2014320500364057
18 23,18,23,NE,-2.1994846695848564
18 23,18,23,NE,-2.4308351350044948
18 23,18,23,NE,-0.5304342973068071
18 23,18,23,NE,-2.5694720365576997
18 23,18,23,NE,-2.456012985715491
18 23,18,23,NE,-2.2220886695733397
18 23,18,23,NE,-2.7219934341229344
18 23,18,23,NE,-0.6145389232590405
18 23,18,23,NE,-2.2150095321045087
18 23,18,23,NE,-2.450564863855841
18 23,18,23,NE,-2.4923957828738788
18 23,18,23,NE,-2.465199544139582
18 23,18,23,NE,-0.331614005875644
18 23,18,23,NE,-2.7767675053848366
18 23,18,23,NE,-2.125084635952986
18 23,18,23,NE,-2.965427647051689
18 23,18,23,NE,-2.248869050764696
18 23,18,23,NE,-2.425813888238966
18 23,18,23,NE,-2.346929621600072
18 23,18,23,NE,-0.5743760896505691
18 23,18,23,NE,-2.1502130220843925
18 23,18,23,NE,-0.5799930696245572
18 23,18,23,NE,-2.2974605645123023
18 23,18,23,NE,-0.37840376262628617
18 23,18,23,NE,-1.3293848090122569
18 23,18,23,NE,-0.5531552871511803
18 23,18,23,NE,-2.122868909015863
18 23,18,23,NE,-2.487028611136286
18 23,18,23,NE,-0.24129037687119548
18 23,18,23,NE,-2.230530803319061
18 23,18,23,NE,-0.2868407412200433
18 23,18,23,NE,-3.0310199473849884
18 23,18,23,NE,-0.6292193703736229
18 23,18,23,NE,-2.3628825240369995
18 23,18,23,NE,-2.328729045302328
18 23,18,23,NE,-0.633706637244311
18 23,18,23,NE,-1.9081250187776433
18 23,18,23,NE,-0.7597465420399736
18 23,18,23,NE,-2.0672230437693577
18 23,18,23,NE,-1.3695697726041673
18 23,18,23,NE,-1.9921738295342533
18 23,18,23,NE,-0.7623150029242975
18 23,18,23,NE,-1.6258799412858986
18 23,18,23,NE,-2.4865999508696763
18 23,18,23,NE,-1.0621306857574455
18 23,18,23,NE,-1.943079952070645
18 23,18,23,NE,-3.0594714281228312
18 23,18,23,NE,-2.3469953046486864
18 23,18,23,NE,-0.5750661233466392
18 23,18,23,NE,-2.0731973825207666
18 23,18,23,NE,-2.2971481014643262
18 23,18,23,NE,-0.5707157424661482
18 23,18,23,NE,-2.069713606328841
18 23,18,23,NE,-0.7031463703744405
18 23,18,23,NE,-1.8840564099324524
18 23,18,23,NE,-0.5096661152300066
18 23,18,23,NE,-2.072498735818981
18 23,18,23,NE,-2.397338924061473
18 23,18,23,NE,-2.7405477584096825
18 23,18,23,NE,-0.40829625865584857
18 23,18,23,NE,-1.6840124539170103
18 23,18,23,NE,-2.264941844982189
18 23,18,23,NE,-0.693900602387791
18 23,18,23,NE,-1.8980379683807742
18 23,18,23,NE,-2.3959579764433396
18 23,18,23,NE,-2.682166532233077
18 23,18,23,NE,-0.39206354037127983
18 23,18,23,NE,-1.6435373698788962
18 23,18,23,NE,-0.5541031197960604
18 23,18,23,NE,-2.159683091470536
18 23,18,23,NE,-2.021127771106674
18 23,18,23,NE,-0.684631262248357
18 23,18,23,NE,-2.406065988948239
18 23,18,23,NE,-2.5341743547653914
18 23,18,23,NE,-2.4647680791039726
18 23,18,23,NE,-2.3366060701055993
18 23,18,23,NE,-2.3546882748270686
18 23,18,23,NE,-2.584726081483725
18 23,18,23,NE,-2.185356696237523
18 23,18,23,NE,-0.42354334364148244
18 23,18,23,NE,-1.2731560118784504
18 23,18,23,NE,-0.5672060885725267
18 23,18,23,NE,-2.4124747708244536
18 23,18,23,NE,-2.4550469699221105
2 15,2,15,E,-2.2631023664381082
2 15,2,15,E,-1.9472146778975157
2 15,2,15,E,-1.9844330601174682
2 15,2,15,E,-1.4972371735488264
2 15,2,15,E,-1.951824076503916
2 15,2,15,E,-1.4823383989606325
2 15,2,15,E,-1.7802279293255148
2 15,2,15,E,-1.458126398668511
2 15,2,15,E,-2.0926425123824672
2 15,2,15,E,-2.5449735652355736
2 15,2,15,E,-2.4043494893839354
2 15,2,15,E,-1.627852982164914
2 15,2,15,E,-1.969191863262261
2 15,2,15,E,-1.209467505645253
2 15,2,15,E,-2.1601713457475147
2 15,2,15,E,-2.6513328917339267
2 15,2,15,E,-1.225726413769845
2 15,2,15,E,-2.230300882036555
2 15,2,15,E,-1.4467557916312501
2 15,2,15,E,-2.1518750413507304
2 15,2,15,E,-1.5952510944200997
2 15,2,15,E,-1.8323456379014678
2 15,2,15,E,-1.8767259457667895
2 15,2,15,E,-1.209467505645253
2 15,2,15,E,-2.1601713457475147
2 15,2,15,E,-2.3231820149738467
2 15,2,15,E,-1.633872328132571
2 15,2,15,E,-1.60800766597198
2 15,2,15,E,-1.6088367127954895
2 15,2,15,E,-2.043850168544272
2 15,2,15,E,-1.209467505645253
2 15,2,15,E,-2.1601713457475147
2 15,2,15,E,-1.274377843733298
2 15,2,15,E,-1.930331809592279
2 15,2,15,E,-2.1225272333184804
2 15,2,15,E,-2.400694512107359
2 15,2,15,E,-1.5482422284915087
2 15,2,15,E,-2.1044446528482528
2 15,2,15,E,-1.4850716326042965
2 15,2,15,E,-2.120827330809607
2 15,2,15,E,-1.6387604157941618
2 15,2,15,E,-1.60664746570818
2 15,2,15,E,-1.762991385684588
2 15,2,15,E,-1.4479413224199
2 15,2,15,E,-2.1506895105620805
2 15,2,15,E,-1.4566826774991342
2 15,2,15,E,-2.094086233551844
2 15,2,15,E,-1.627852982164914
2 15,2,15,E,-1.969191863262261
2 15,2,15,E,-2.3592812653569655
2 15,2,15,NE,-3.3089319189619046
2 15,2,15,NE,-2.361572328713716
2 15,2,15,NE,-3.25637147273165
2 15,2,15,NE,-2.9788790887266203
2 15,2,15,NE,-2.6795862413095097
2 15,2,15,NE,-1.3299377998080648
2 15,2,15,NE,-1.775586601508162
2 15,2,15,NE,-1.4268475514763101
2 15,2,15,NE,-1.9383311616501813
2 15,2,15,NE,-3.265972060580553
2 15,2,15,NE,-3.361394970072215
2 15,2,15,NE,-1.1927102352907817
2 15,2,15,NE,-2.1598350636673382
2 15,2,15,NE,-2.51269338366246
2 15,2,15,NE,-1.5140278759621464
2 15,2,15,NE,-2.069032431793065
2 15,2,15,NE,-2.9980229679610426
2 15,2,15,NE,-1.1008759726525692
2 15,2,15,NE,-1.9172589577355192
2 15,2,15,NE,-0.9835261222152475
2 15,2,15,NE,-1.8120348382921052
2 15,2,15,NE,-2.2800315782580345
2 15,2,15,NE,-1.1647995376606313
2 15,2,15,NE,-1.5710749771574877
2 15,2,15,NE,-2.9831992459198857
2 15,2,15,NE,-2.0976579994597424
2 15,2,15,NE,-1.2344892074709992
2 15,2,15,NE,-1.6146736252366796
2 15,2,15,NE,-2.692813809577235
2 15,2,15,NE,-3.16861666166851
2 15,2,15,NE,-2.080231095406894
2 15,2,15,NE,-3.1090843096730136
2 15,2,15,NE,-1.273440536903076
2 15,2,15,NE,-2.6556174108177553
2 15,2,15,NE,-3.7267512443791357
2 15,2,15,NE,-3.1561718751363586
2 15,2,15,NE,-0.7747810338841918
2 15,2,15,NE,-2.138178961086358
2 15,2,15,NE,-2.6883316447570205
2 15,2,15,NE,-2.204002108374983
2 15,2,15,NE,-0.9562495260358223
2 15,2,15,NE,-2.1492748752804047
2 15,2,15,NE,-3.1921239484107917
2 15,2,15,NE,-1.1396684126460699
2 15,2,15,NE,-2.4324532061357407
2 15,2,15,NE,-2.6003715854621667
2 15,2,15,NE,-3.5919111025497634
2 15,2,15,NE,-2.6091231185292765
2 15,2,15,NE,-3.025792528253858
2 15,2,15,NE,-1.39905393668368
2 15,2,15,NE,-3.3046122594085268
2 15,2,15,NE,-2.1114572709230477
2 15,2,15,NE,-0.9204028222443251
2 15,2,15,NE,-2.185121579071902
2 15,2,15,NE,-0.8506396810547868
2 15,2,15,NE,-1.448182054936067
2 15,2,15,NE,-1.3207643281183814
2 15,2,15,NE,-3.126976432937001
2 15,2,15,NE,-1.569106222312755
2 15,2,15,NE,-1.9411802742351874
2 15,2,15,NE,-2.723898523657625
2 15,2,15,NE,-2.2308520534454623
2 15,2,15,NE,-3.412296165331835
2 15,2,15,NE,-3.0361723166709416
2 15,2,15,NE,-1.0030856575069351
2 15,2,15,NE,-1.8719690125613586
2 15,2,15,NE,-1.1485838692409276
2 15,2,15,NE,-1.8559444325166414
2 15,2,15,NE,-3.904331269558663
2 15,2,15,NE,-2.7104077292926863
2 15,2,15,NE,-3.1627256015658975
2 15,2,15,NE,-1.125575127744754
2 15,2,15,NE,-2.752298807291979
2 15,2,15,NE,-2.571176669400464
2 15,2,15,NE,-1.7172248760806563
2 15,2,15,NE,-1.83223389127949
2 15,2,15,NE,-2.221726019635431
2 15,2,15,NE,-2.389142145263295
2 15,2,15,NE,-3.5252436207403832
2 15,2,15,NE,-3.155376615958013
2 15,2,15,NE,-3.2013893230112167
2 15,2,15,NE,-3.4514076616687097
2 15,2,15,NE,-1.3093177677610985
2 15,2,15,NE,-1.9413657411526926
2 15,2,15,NE,-1.5433838423290878
2 15,2,15,NE,-1.6497217151244303
2 15,2,15,NE,-2.9831619610060063
2 15,2,15,NE,-0.8340341610758549
2 15,2,15,NE,-2.2090388017239024
2 15,2,15,NE,-2.725429306785772
2 15,2,15,NE,-1.8431365312579078
2 15,2,15,NE,-2.1297317977629846
2 15,2,15,NE,-2.0575825729233905
2 15,2,15,NE,-3.640267445320495
2 15,2,15,NE,-1.0713581051938805
2 15,2,15,NE,-2.434430523882284
2 15,2,15,NE,-1.1094046575953576
2 15,2,15,NE,-1.9258149308597716
2 15,2,15,NE,-2.9404344064631447
2 15,2,15,NE,-3.1374876561566847
2 15,2,15,NE,-2.8451355316900164
2 15,2,15,NE,-1.2832185229070925
2 15,2,15,NE,-3.16452223814829
2 15,2,15,NE,-2.723090951398137
2 15,2,15,NE,-1.7898103220500015
2 15,2,15,NE,-2.490024635682427
2 15,2,15,NE,-2.949601302496966
2 15,2,15,NE,-3.6601600400007595
2 15,2,15,NE,-1.9182883113116884
2 15,2,15,NE,-3.303116752971029
2 15,2,15,NE,-3.2176977177291777
2 15,2,15,NE,-0.8861810857446817
2 15,2,15,NE,-2.5533546759155676
2 15,2,15,NE,-3.0541508506977153
2 15,2,15,NE,-1.2275319795781123
2 15,2,15,NE,-2.6225134442849973
2 15,2,15,NE,-2.3328750354475276
2 15,2,15,NE,-0.8746143335814927
2 15,2,15,NE,-2.168458629218265
2 15,2,15,NE,-0.941987757714734
2 15,2,15,NE,-1.3568339782761198
2 15,2,15,NE,-1.0804272317456247
2 15,2,15,NE,-1.6554472830724942
2 15,2,15,NE,-1.6344450477639862
2 15,2,15,NE,-2.3674595688487683
2 15,2,15,NE,-2.722001935352591
2 15,2,15,NE,-2.8021746557181233
2 15,2,15,NE,-1.1853598584485632
2 15,2,15,NE,-1.5505146563695558
2 15,2,15,NE,-3.0357869782113722
2 15,2,15,NE,-1.189206338373861
2 15,2,15,NE,-2.773329397685254
2 15,2,15,NE,-1.3927740687127743
2 15,2,15,NE,-2.3021056075323187
2 15,2,15,NE,-1.789791447167934
2 15,2,15,NE,-2.2291978275118605
2 15,2,15,NE,-3.118291769033923
2 18,2,18,E,-5.626346944345394
2 18,2,18,E,-5.498096547729168
2 18,2,18,E,-4.563376051194664
2 18,2,18,E,-7.3468952041224656
2 18,2,18,E,-4.692766300631895
2 18,2,18,E,-3.9162942518942057
2 18,2,18,E,-3.589144091047284
2 18,2,18,E,-9.440519035770732
2 18,2,18,E,-6.832701020893948
2 18,2,18,E,-3.5794329183872633
2 18,2,18,E,-3.3770167299620044
2 18,2,18,E,-6.705020376820948
2 18,2,18,E,-4.5678807978743485
2 18,2,18,E,-4.310562042193604
2 18,2,18,E,-7.7493050189934625
2 18,2,18,E,-7.709293305483517
2 18,2,18,E,-7.545134568823672
2 18,2,18,E,-0.48263593685264466
2 18,2,18,E,-9.870659571852663
2 18,2,18,E,-6.708218125055346
2 18,2,18,E,-0.5729124766952555
2 18,2,18,E,-8.922371431447614
2 18,2,18,E,-3.4578529454940967
2 18,2,18,E,-8.056001501268941
2 18,2,18,E,-7.886387021074045
2 18,2,18,E,-5.417537890240932
2 18,2,18,E,-4.49604526587046
2 18,2,18,E,-4.156258436624193
2 18,2,18,E,-5.488845732098168
2 18,2,18,E,-6.470749817958102
2 18,2,18,E,-4.6931346743292615
2 18,2,18,E,-5.119581648366783
2 18,2,18,E,-4.896305922213691
2 18,2,18,E,-0.9096650831273436
2 18,2,18,E,-4.488972052145117
2 18,2,18,E,-4.254744430443803
2 18,2,18,E,-4.005273366776896
2 18,2,18,E,-4.610310896280565
2 18,2,18,E,-4.620889406175686
2 18,2,18,E,-5.789955590033301
2 18,2,18,E,-0.04648352563753254
2 18,2,18,E,-5.406338443228319
2 18,2,18,E,-4.9237375188222
2 18,2,18,E,-8.294274298045508
2 18,2,18,E,-4.786750188875709
2 18,2,18,E,-5.725875884196625
2 18,2,18,E,-7.752881692336408
2 18,2,18,E,-0.1632060578300553
2 18,2,18,E,-4.612100793921157
2 18,2,18,E,0.03349286414288015
2 18,2,18,E,-6.260211698439866
2 18,2,18,E,-0.5521948891050005
2 18,2,18,E,-4.938190002016262
2 18,2,18,E,-8.054623055683594
2 18,2,18,E,-4.713120002323053
2 18,2,18,E,-8.679367167828863
2 18,2,18,E,-4.891759404246722
2 18,2,18,E,-3.966367914101905
2 18,2,18,E,-4.522247739064927
2 18,2,18,E,-4.392426351171927
2 18,2,18,E,-4.52789981947943
2 18,2,18,E,-4.306665572988039
2 18,2,18,E,-4.848352573446655
2 18,2,18,E,-3.9406589867960666
2 18,2,18,E,-5.426442542948246
2 18,2,18,E,-5.767841097070033
2 18,2,18,E,0.5402567673349927
2 18,2,18,E,-3.763382356155219
2 18,2,18,E,-7.635461527939315
2 18,2,18,E,-0.30880038442040264
2 18,2,18,E,-0.020886228346852886
2 18,2,18,E,-3.9187366451831047
2 18,2,18,E,-0.1375970208684589
2 18,2,18,E,-4.306541476127637
2 18,2,18,E,-0.633507639228405
2 18,2,18,E,-0.3513261843010263
2 18,2,18,E,-4.214324211666116
2 18,2,18,E,-3.9140266685275047
2 18,2,18,E,-7.602058947560784
2 18,2,18,E,-4.589022734618751
2 18,2,18,E,-8.106986763403155
2 18,2,18,E,-5.81962788792365
2 18,2,18,E,-4.896305922213691
2 18,2,18,E,-3.777414362538439
2 18,2,18,E,-9.695473776011864
2 18,2,18,E,-5.8437355540335245
2 18,2,18,E,-5.089897207212727
2 18,2,18,E,-3.4771105063985472
2 18,2,18,E,-5.693272811981657
2 18,2,18,E,-5.391476761146569
2 18,2,18,E,-5.207074881654043
2 18,2,18,E,-3.6033467533753356
