pairs,OTU_1,OTU_2,Treatment,value
2 18,2,18,E,-5.471759724293398
2 18,2,18,E,-3.867931521019073
2 18,2,18,E,-5.065180735886721
2 18,2,18,E,-4.806262747162945
2 18,2,18,E,-6.700823141602165
2 18,2,18,E,-4.650682526974734
2 18,2,18,E,-9.889599773932916
2 18,2,18,E,-0.14680095395692483
2 18,2,18,E,-7.231945039055951
2 18,2,18,E,-0.40666248026455937
2 18,2,18,E,-4.701437748849113
2 18,2,18,E,-3.59739190221751
2 18,2,18,E,-8.532016483560572
2 18,2,18,E,-0.8809613363870215
2 18,2,18,E,-5.359603642463349
2 18,2,18,E,-9.649334788703586
2 18,2,18,E,-6.7133686699641855
2 18,2,18,E,-7.131920134532453
2 18,2,18,E,-4.066052714125019
2 18,2,18,E,-1.0736945006051877
2 18,2,18,E,-4.62526218687493
2 18,2,18,E,-5.870165047354615
2 18,2,18,E,-9.478336684185267
2 18,2,18,E,-7.2009683276201235
2 18,2,18,E,-10.210564828110408
2 18,2,18,E,-0.6114238624815708
2 18,2,18,E,-4.437788905090166
2 18,2,18,E,-6.3058001856762695
2 18,2,18,E,-6.625767872961189
2 18,2,18,E,-4.7973110323929005
2 18,2,18,E,-4.060472009822762
2 18,2,18,E,-7.0992746779099365
2 18,2,18,E,-4.536324602708309
2 18,2,18,E,-0.7561130794716967
2 18,2,18,E,-3.421950832382222
2 18,2,18,E,-4.023676662121137
2 18,2,18,E,-5.850736320468215
2 18,2,18,E,-4.498759197112328
2 18,2,18,E,-6.563048180150566
2 18,2,18,E,-4.106214178402752
2 18,2,18,E,-4.074387140730471
2 18,2,18,E,-4.119776282147652
2 18,2,18,E,-5.6928315587675
2 18,2,18,E,-4.692766300631895
2 18,2,18,E,-6.282209262341639
2 18,2,18,E,-0.47685569835558717
2 18,2,18,E,-4.2510114385499636
2 18,2,18,E,-4.375429619237141
2 18,2,18,E,-10.14546286899165
2 18,2,18,E,-4.563727205213972
2 18,2,18,E,-4.301192092783728
2 18,2,18,E,-0.48004471047943637
2 18,2,18,E,-6.29642071192937
2 18,2,18,E,-7.196579933482256
2 18,2,18,E,-4.173541767658719
2 18,2,18,E,-6.260211698439866
2 18,2,18,E,-4.287115347633804
2 18,2,18,E,-4.961881078764145
2 18,2,18,E,-4.168958036462825
2 18,2,18,E,-4.984569144747791
2 18,2,18,E,0.11053878355675513
2 18,2,18,E,-0.3281367608648812
2 18,2,18,E,-4.848696742549939
2 18,2,18,E,-4.2702497775007755
2 18,2,18,E,-1.2364587870373898
2 18,2,18,E,-5.43439124203512
2 18,2,18,E,-7.892218922306585
2 18,2,18,E,-7.653374370882364
2 18,2,18,E,-4.173541767658719
2 18,2,18,E,-6.518630379350432
2 18,2,18,E,-3.6115198389294862
2 18,2,18,E,-5.62204752135406
2 18,2,18,E,-6.641685703978526
2 18,2,18,NE,-5.063882834416791
2 18,2,18,NE,-5.344047767306021
2 18,2,18,NE,-4.220790646771778
2 18,2,18,NE,-4.340372447841863
2 18,2,18,NE,-3.590246511675006
2 18,2,18,NE,-5.4887309090095036
2 18,2,18,NE,-4.393601411836979
2 18,2,18,NE,-5.3416008228704905
2 18,2,18,NE,-4.988346323821886
2 18,2,18,NE,-6.276075629572065
2 18,2,18,NE,-5.354437873095056
2 18,2,18,NE,-4.95905513450875
2 18,2,18,NE,-5.800748282175362
2 18,2,18,NE,-5.6530814859198815
2 18,2,18,NE,-5.402534234615498
2 18,2,18,NE,-6.008093825043109
2 18,2,18,NE,-4.770710106867907
2 18,2,18,NE,-5.337248777027073
2 18,2,18,NE,-3.3271198505579465
2 18,2,18,NE,-5.695683460668947
2 18,2,18,NE,-3.987562183030067
2 18,2,18,NE,-6.066055113089069
2 18,2,18,NE,-6.103276699965094
2 18,2,18,NE,-6.354764286727039
2 18,2,18,NE,-5.892210738851905
2 18,2,18,NE,-4.617769113575662
2 18,2,18,NE,-5.837741896212082
2 18,2,18,NE,-5.190957275525574
2 18,2,18,NE,-3.742330453841314
2 18,2,18,NE,-4.833610937941652
2 18,2,18,NE,-3.9792644645419486
2 18,2,18,NE,-4.178792192671617
2 18,2,18,NE,-4.459919014072664
2 18,2,18,NE,-6.316829290494043
2 18,2,18,NE,-4.366398160359228
2 18,2,18,NE,-4.881706493553967
2 18,2,18,NE,-4.278621543331247
2 18,2,18,NE,-6.120928066235016
2 18,2,18,NE,-4.226780201012702
2 18,2,18,NE,-5.626454301917468
2 18,2,18,NE,-5.210605071621797
2 18,2,18,NE,-6.922679626034393
2 18,2,18,NE,-5.075449529040834
2 18,2,18,NE,-6.622580499127918
2 18,2,18,NE,-5.891710505508783
2 18,2,18,NE,-4.010624464699406
2 18,2,18,NE,-5.832104871615625
2 18,2,18,NE,-3.674628816037929
2 18,2,18,NE,-6.684708115705942
2 18,2,18,NE,-5.90282500667278
2 18,2,18,NE,-5.195204353176666
2 18,2,18,NE,-6.014992220025943
2 18,2,18,NE,-5.566431510598624
2 18,2,18,NE,-5.501454776504748
2 18,2,18,NE,-4.423019948332295
2 18,2,18,NE,-4.514709628740028
2 18,2,18,NE,-5.586625201537316
2 18,2,18,NE,-5.495282718299279
2 18,2,18,NE,-5.10377108196131
2 18,2,18,NE,-6.3285176030283035
2 18,2,18,NE,-4.3770013079703
2 18,2,18,NE,-3.8005628102818165
2 18,2,18,NE,-5.662178927116594
2 18,2,18,NE,-5.2925962896933685
2 18,2,18,NE,-4.118712803246246
2 18,2,18,NE,-6.58789966226084
2 18,2,18,NE,-4.553796959240978
2 18,2,18,NE,-5.173947962939081
2 18,2,18,NE,-4.731450581885112
2 18,2,18,NE,-6.1563702708046595
2 18,2,18,NE,-5.50072709717996
2 18,2,18,NE,-6.672512047973303
2 18,2,18,NE,-4.97309482301444
2 18,2,18,NE,-5.764677687676653
2 18,2,18,NE,-4.3480886651549815
2 18,2,18,NE,-3.1878533712631802
2 18,2,18,NE,-4.2245646928611755
2 18,2,18,NE,-5.272887533100858
2 18,2,18,NE,-5.189768551917917
2 18,2,18,NE,-4.76878034556086
2 18,2,18,NE,-6.544763067976237
2 18,2,18,NE,-5.755985880485276
2 18,2,18,NE,-3.9993284344987328
2 18,2,18,NE,-5.910503807038487
2 18,2,18,NE,-5.693756387713156
2 18,2,18,NE,-4.897127350687215
2 18,2,18,NE,-5.064075829658569
2 18,2,18,NE,-7.394646968071422
2 18,2,18,NE,-5.428097731595134
2 18,2,18,NE,-5.613976395998679
2 18,2,18,NE,-5.678881165933815
2 18,2,18,NE,-5.911886562908966
2 18,2,18,NE,-4.986722316444127
2 18,2,18,NE,-5.779067604351268
2 18,2,18,NE,-5.323968260340396
2 18,2,18,NE,-5.676254817893468
2 18,2,18,NE,-5.371978765180873
2 18,2,18,NE,-4.319352012438082
2 18,2,18,NE,-6.1787960021435
2 18,2,18,NE,-4.872951581438052
2 18,2,18,NE,-4.3221559646595304
2 18,2,18,NE,-4.104026657646075
2 18,2,18,NE,-5.429939528248784
2 18,2,18,NE,-4.95836520528971
2 18,2,18,NE,-5.2657188421069225
2 18,2,18,NE,-5.154278206061162
2 18,2,18,NE,-4.67942809417163
2 18,2,18,NE,-4.94627281187248
2 18,2,18,NE,-6.938326144796183
2 18,2,18,NE,-4.343063443543576
2 18,2,18,NE,-6.261271185844874
2 18,2,18,NE,-4.1594426722891065
2 18,2,18,NE,-5.0948980536092066
2 18,2,18,NE,-6.29203960146656
2 20,2,20,E,3.3733737101221313
2 20,2,20,E,0.08579635835368316
2 20,2,20,E,1.3228386060802628
2 20,2,20,E,1.5056826766777858
2 20,2,20,E,0.2540819634694129
2 20,2,20,E,0.20162220089273608
2 20,2,20,E,2.190313232557429
2 20,2,20,E,1.3546367623885438
2 20,2,20,E,1.4506338545391297
2 20,2,20,E,2.0181724262496368
2 20,2,20,E,-2.5891265456562094
2 20,2,20,E,0.5012853797153315
2 20,2,20,E,-1.2141347903854163
2 20,2,20,E,-0.45408585969562926
2 20,2,20,E,4.232971732068003
2 20,2,20,E,-0.09470163559147898
2 20,2,20,E,1.7484798111925328
2 20,2,20,E,-0.2682102820063734
2 20,2,20,E,0.7682385513113618
2 20,2,20,E,-0.8119300340679158
2 20,2,20,E,0.88434653269233
2 20,2,20,E,1.5326357916188051
2 20,2,20,E,-2.272292012187567
2 20,2,20,E,2.434839083436288
2 20,2,20,E,0.4048024911468612
2 20,2,20,E,1.4780215229185947
2 20,2,20,E,-0.38920546502712755
2 20,2,20,E,0.15735897724343448
2 20,2,20,E,1.0604479592729203
2 20,2,20,E,-1.2488993862022901
2 20,2,20,E,0.3448096337829212
2 20,2,20,E,2.954756515197441
2 20,2,20,E,1.1685128041977872
2 20,2,20,E,1.7208058434666627
2 20,2,20,E,1.4096826071500532
2 20,2,20,E,-1.002377000824012
2 20,2,20,E,1.263351269374532
2 20,2,20,E,-0.4388981571373052
2 20,2,20,E,-2.313364258753543
2 20,2,20,E,-0.3461507907011954
2 20,2,20,E,1.9175634558079775
2 20,2,20,E,2.5566288279134817
2 20,2,20,E,0.5291552000939422
2 20,2,20,E,1.8940872368393227
2 20,2,20,E,-0.5533172069240138
2 20,2,20,E,-1.1368590269949153
2 20,2,20,E,0.48135790811242635
2 20,2,20,E,2.2180096540696708
2 20,2,20,E,3.130642148014884
2 20,2,20,E,-0.2066513105191915
2 20,2,20,E,1.4281019552980954
2 20,2,20,E,0.7699613501391155
2 20,2,20,E,-0.35416419987760295
2 20,2,20,E,-1.0688159889217848
2 20,2,20,E,-0.0713543511918527
2 20,2,20,E,4.993798755264476
2 20,2,20,E,1.5141746026215324
2 20,2,20,E,-0.709248591477099
2 20,2,20,E,-0.12570709492829285
2 20,2,20,E,-0.5533172069240138
2 20,2,20,E,-2.5891265456562094
2 20,2,20,E,0.18565036300397483
2 20,2,20,E,0.021284741396765523
2 20,2,20,E,-0.1970508953083838
2 20,2,20,E,-0.9727481019289117
2 20,2,20,E,-0.3364558187653207
2 20,2,20,E,4.340174383436067
2 20,2,20,E,0.19450329578846934
2 20,2,20,E,-0.13530596223139765
2 20,2,20,E,3.487746836150437
2 20,2,20,E,0.7289912235244375
2 20,2,20,E,-0.9741512366219196
2 20,2,20,E,1.3514995584433556
2 20,2,20,E,1.4423942869428517
2 20,2,20,E,4.830559783225509
2 20,2,20,E,-0.4109818931248634
2 20,2,20,E,2.682097068635337
2 20,2,20,E,2.469798276233252
2 20,2,20,E,1.4536728638719691
2 20,2,20,E,2.1198440743460503
2 20,2,20,E,0.019085063236685608
2 20,2,20,E,2.9559788076536844
2 20,2,20,E,-1.0320188438731615
2 20,2,20,E,-1.1567759181205721
2 20,2,20,E,-0.9957693349414327
2 20,2,20,E,-0.34724729646863145
2 20,2,20,E,0.029936820094872713
2 20,2,20,E,0.48166066929666784
2 20,2,20,E,2.0560829849511877
2 20,2,20,E,0.14981178208044427
2 20,2,20,E,-0.2401479062265539
2 20,2,20,E,0.3133921772638229
2 20,2,20,E,-0.8338492027239561
2 20,2,20,E,2.2180096540696708
2 20,2,20,E,2.1862177535600873
2 20,2,20,E,0.06434735846253643
2 20,2,20,E,-1.0025680962559023
2 20,2,20,E,0.8081839853568286
2 20,2,20,E,-0.05329647390184731
2 20,2,20,E,2.2748748472299964
2 20,2,20,E,0.613282262447294
2 20,2,20,E,-2.859008876910727
2 20,2,20,E,-0.35918459406405945
2 20,2,20,E,0.4257006969301994
2 20,2,20,E,2.4045139477535726
2 20,2,20,E,2.3921588662124584
2 20,2,20,E,-0.32019104978224194
2 20,2,20,E,0.3275583977735659
2 20,2,20,E,0.4114650369284323
2 20,2,20,E,-0.24510939846890586
2 20,2,20,E,2.613711419568056
2 20,2,20,E,-0.14741959908048194
2 20,2,20,E,0.13770817117361042
2 20,2,20,E,2.0219516402061224
2 20,2,20,E,1.8013013493810994
2 20,2,20,E,0.5564847819978346
2 20,2,20,E,-1.053375416774454
2 20,2,20,E,0.11519290055027642
2 20,2,20,E,0.6038560655062537
2 20,2,20,E,2.8591854334435
2 20,2,20,E,1.958437220586221
2 20,2,20,E,0.2661133475341645
2 20,2,20,E,0.16065719209025847
2 20,2,20,E,1.0270402666595149
2 20,2,20,E,0.17412972779665978
2 20,2,20,E,-0.5442109930073432
2 20,2,20,E,0.30356904769147447
2 20,2,20,E,-2.7995939964748375
2 20,2,20,E,4.2050868113276305
2 20,2,20,E,0.5535245806997331
2 20,2,20,E,2.283489337069036
2 20,2,20,E,1.662172651495768
2 20,2,20,E,1.0176421253311227
2 20,2,20,E,-0.12570709492829285
2 20,2,20,E,-0.8119300340679158
2 20,2,20,E,-0.12406251422507253
2 20,2,20,E,3.5954085177268893
2 20,2,20,E,0.9331686444123872
2 20,2,20,E,-0.10438834706645915
2 20,2,20,E,-2.744042985582442
2 20,2,20,E,-0.09470163559147898
2 20,2,20,E,1.127841928000466
2 20,2,20,E,2.493468455724659
2 20,2,20,E,-0.5781284680918257
2 20,2,20,E,0.5346172384140964
2 20,2,20,E,-1.2114172670517869
2 20,2,20,E,-0.2066513105191915
2 20,2,20,E,0.8486044316537872
2 20,2,20,E,1.1186303705164575
2 20,2,20,E,-1.0063699466947076
2 20,2,20,E,0.07493552725797765
2 20,2,20,E,0.13164966859944469
2 20,2,20,E,0.20785655555656854
2 20,2,20,E,1.735638758467722
2 20,2,20,E,0.47704439027063233
2 20,2,20,E,0.9258357930434402
2 20,2,20,E,-0.6347739489052391
2 20,2,20,NE,2.9387761312603393
2 20,2,20,NE,-0.22868532071615882
2 20,2,20,NE,-0.8948877794467163
2 20,2,20,NE,2.181546482367185
2 20,2,20,NE,5.510868559077026
2 20,2,20,NE,-0.03027541385784325
2 20,2,20,NE,-0.16683141837212218
2 20,2,20,NE,0.08653565131792569
2 20,2,20,NE,1.2627253120186033
2 20,2,20,NE,2.5882955770831075
2 20,2,20,NE,0.6070663082474482
2 20,2,20,NE,6.119561037955086
2 20,2,20,NE,-0.5084140544768738
2 20,2,20,NE,-0.7072999527087629
2 20,2,20,NE,2.498703401605362
2 20,2,20,NE,0.8181033404019994
2 20,2,20,NE,6.3809395678653145
2 20,2,20,NE,3.6439313384640712
2 20,2,20,NE,-1.0042400865813494
2 20,2,20,NE,0.48375134508491063
2 20,2,20,NE,-0.48744792451723373
2 20,2,20,NE,-1.3849413852212524
2 20,2,20,NE,1.1583625699488727
2 20,2,20,NE,0.18979911813401007
2 20,2,20,NE,1.4452059679533633
2 20,2,20,NE,-0.2641765490159166
2 20,2,20,NE,5.91048639350093
2 20,2,20,NE,1.0964459288185147
2 20,2,20,NE,1.736204381066559
2 20,2,20,NE,3.8051815991083147
2 20,2,20,NE,-0.19033819034259725
2 20,2,20,NE,1.3889812889099438
2 20,2,20,NE,0.9648609578882446
2 20,2,20,NE,1.381961747613904
2 20,2,20,NE,1.9171819674991273
2 20,2,20,NE,-0.14687001566205224
2 20,2,20,NE,5.251424791749348
2 20,2,20,NE,-0.14369634431214548
2 20,2,20,NE,0.5106230783129424
2 20,2,20,NE,0.5805166225978724
2 20,2,20,NE,-0.39389476344876895
2 20,2,20,NE,3.2759885806634994
2 20,2,20,NE,-0.07862360086508478
2 20,2,20,NE,-0.9961374449383054
2 20,2,20,NE,1.9278481375250764
2 20,2,20,NE,4.857981048245779
2 20,2,20,NE,0.6837253780831044
2 20,2,20,NE,0.8687197199093545
2 20,2,20,NE,1.173327256293488
2 20,2,20,NE,1.4576079819523169
2 20,2,20,NE,0.8493908715904573
2 20,2,20,NE,0.923558479420257
2 20,2,20,NE,4.694888744527369
2 20,2,20,NE,1.8583290326797637
2 20,2,20,NE,0.8124621516236303
2 20,2,20,NE,-0.2680659251620797
2 20,2,20,NE,0.6500058138877847
2 20,2,20,NE,3.5895603815684627
2 20,2,20,NE,-0.38651743612722916
2 20,2,20,NE,2.1211702188878614
2 20,2,20,NE,0.31733097360128865
2 20,2,20,NE,1.9013504283847251
2 20,2,20,NE,-0.5347258667292337
2 20,2,20,NE,-0.8587123890975498
2 20,2,20,NE,4.276595708390094
2 20,2,20,NE,3.6163185791637864
2 20,2,20,NE,0.23899924700641226
2 20,2,20,NE,3.3652323896450502
2 20,2,20,NE,0.31698569803972465
2 20,2,20,NE,1.343414118475186
2 20,2,20,NE,-0.8648086796932732
2 20,2,20,NE,1.251910088158308
2 20,2,20,NE,-0.5914641851658736
2 20,2,20,NE,-0.3848075573374547
2 20,2,20,NE,6.623514220793477
2 20,2,20,NE,3.149853255617829
2 20,2,20,NE,-0.43131288849706717
2 20,2,20,NE,1.7466351197255958
2 20,2,20,NE,1.0639957515605971
2 20,2,20,NE,2.0814691246222794
2 20,2,20,NE,0.659797806413537
2 20,2,20,NE,-0.6551975004227073
2 20,2,20,NE,2.196966869174049
2 20,2,20,NE,9.099686968924473
2 20,2,20,NE,1.028688680101204
2 20,2,20,NE,5.267523103755911
2 20,2,20,NE,2.2999942455652644
2 20,2,20,NE,-1.1608255218728063
2 20,2,20,NE,1.2828660141690198
2 20,2,20,NE,3.8194195675905696
2 20,2,20,NE,2.990347444438949
2 20,2,20,NE,0.13405954077488214
2 20,2,20,NE,-0.7557239264858839
2 20,2,20,NE,2.651750796551992
2 20,2,20,NE,-1.0052735733896896
2 20,2,20,NE,-0.14226825426117076
2 20,2,20,NE,2.208670516708887
2 20,2,20,NE,3.0495686367725994
2 20,2,20,NE,0.7384108331252803
2 20,2,20,NE,0.16263981155882865
2 20,2,20,NE,5.692894446506072
2 20,2,20,NE,4.288755414992381
2 20,2,20,NE,-0.42420485907594163
2 20,2,20,NE,0.18296445914259182
2 20,2,20,NE,1.3054197206907032
2 20,2,20,NE,-0.3466991272489302
2 20,2,20,NE,1.821069697922539
2 20,2,20,NE,2.4851878398039804
2 20,2,20,NE,0.21511011775261346
2 20,2,20,NE,0.6764720317752146
2 20,2,20,NE,0.4652550084681578
2 20,2,20,NE,1.3887388710321966
2 20,2,20,NE,5.7690145240045165
2 20,2,20,NE,0.613674870095629
2 20,2,20,NE,1.6224323714515427
2 20,2,20,NE,0.19106772731849364
2 20,2,20,NE,4.108014276551609
2 20,2,20,NE,2.1061441096573175
2 20,2,20,NE,-0.21814967714303587
2 20,2,20,NE,2.8304950334286096
2 20,2,20,NE,1.105485485880339
2 20,2,20,NE,1.8987240501462583
2 20,2,20,NE,1.8409234580171634
2 20,2,20,NE,-0.2590862390005206
2 20,2,20,NE,0.568849870623398
2 20,2,20,NE,0.21702618207598232
2 20,2,20,NE,2.281297392077778
2 20,2,20,NE,2.5206958318823416
2 20,2,20,NE,3.481435980708965
2 20,2,20,NE,-0.34663152312755363
2 20,2,20,NE,1.848659752503679
2 20,2,20,NE,1.3163826907547675
2 20,2,20,NE,2.696212018958853
2 20,2,20,NE,1.5846180147053182
2 20,2,20,NE,1.5726759859412185
2 20,2,20,NE,2.633289399034213
2 20,2,20,NE,2.633289399034213
2 20,2,20,NE,-0.5380827773663239
2 20,2,20,NE,0.41248307021907543
2 20,2,20,NE,1.0506796411876438
2 20,2,20,NE,1.3940828598226942
2 20,2,20,NE,-0.6231964075133787
2 20,2,20,NE,-0.6389441111632225
2 20,2,20,NE,-0.10950828819324104
2 20,2,20,NE,8.03306848765325
2 20,2,20,NE,-0.328730191026862
2 20,2,20,NE,0.02337702055937247
2 20,2,20,NE,0.5821597474872378
2 20,2,20,NE,0.9848504503251297
2 20,2,20,NE,6.423375324974658
2 20,2,20,NE,3.8970465557879264
2 20,2,20,NE,0.4283440555354891
2 20,2,20,NE,3.030898062253637
2 20,2,20,NE,1.8885963468571294
2 20,2,20,NE,0.07993979476015746
2 20,2,20,NE,0.25779894070393894
2 20,2,20,NE,-0.8613718020143021
2 20,2,20,NE,3.6266428987559634
2 20,2,20,NE,-0.7981873198309156
2 20,2,20,NE,2.624030346531916
2 20,2,20,NE,0.613674870095629
2 20,2,20,NE,2.230361771376109
2 20,2,20,NE,0.8347419376272501
2 20,2,20,NE,1.3606571809067607
2 20,2,20,NE,1.3284613875152667
2 20,2,20,NE,1.9583626969959573
2 20,2,20,NE,2.974138224086069
2 20,2,20,NE,0.8037723696824915
2 20,2,20,NE,0.31893013192671327
2 20,2,20,NE,3.6556128285718583
2 23,2,23,E,-6.167357884529079
2 23,2,23,E,-1.0690188272765853
2 23,2,23,E,-2.1037664765101707
2 23,2,23,E,0.106758200755148
2 23,2,23,E,-1.422602594229267
2 23,2,23,E,-1.7024090427755014
2 23,2,23,E,-1.0052681624482849
2 23,2,23,E,-3.985510843736922
2 23,2,23,E,-2.0227999751643617
2 23,2,23,E,-0.5498486111220496
2 23,2,23,E,-1.281611512471514
2 23,2,23,E,-0.7344117522437044
2 23,2,23,E,-1.0964101877812242
2 23,2,23,E,-2.2747458505754765
2 23,2,23,E,-0.4459317118833496
2 23,2,23,E,-3.7268226200837757
2 23,2,23,E,-1.42945787053322
2 23,2,23,E,-3.1286082226660272
2 23,2,23,E,-5.839019579438437
2 23,2,23,E,-3.0557462829905013
2 23,2,23,E,-5.5074256902569285
2 23,2,23,E,-1.7027104956677275
2 23,2,23,E,-1.4295392616531462
2 23,2,23,E,-2.186236765628247
2 23,2,23,E,-0.3607736308233074
2 23,2,23,E,-3.383180981089742
2 23,2,23,E,-0.5774368499662371
2 23,2,23,E,-1.6291893777141655
2 23,2,23,E,-2.1847020311134977
2 23,2,23,E,-1.0490643900644954
2 23,2,23,E,-1.725477778826758
2 23,2,23,E,-4.988661604064528
2 23,2,23,E,-0.7212097989422697
2 23,2,23,E,-0.642363698806393
2 23,2,23,E,-3.53999465358701
2 23,2,23,E,-0.4011572402406822
2 23,2,23,E,-0.0027325435134358924
2 23,2,23,E,-0.06170955294010891
2 23,2,23,E,0.22794767395725093
2 23,2,23,E,-3.600669846395982
2 23,2,23,E,-4.0541876571612105
2 23,2,23,E,0.7468507390866516
2 23,2,23,E,-0.012917619713328377
2 23,2,23,E,-3.9469140533242313
2 23,2,23,E,-5.007024192456216
2 23,2,23,E,-3.9505170802491087
2 23,2,23,E,0.02944775813557756
2 23,2,23,E,0.04114674048670216
2 23,2,23,E,-6.411370639958049
2 23,2,23,E,-2.424921090265759
2 23,2,23,E,-0.16977079349522725
2 23,2,23,E,-1.1312123861267316
2 23,2,23,E,-1.969045975048299
2 23,2,23,E,-1.237892794761637
2 23,2,23,E,-1.4719965346424309
2 23,2,23,E,-0.9445086921230211
2 23,2,23,E,-0.4236969887206211
2 23,2,23,E,-3.1568375713989796
2 23,2,23,E,-2.635770233365446
2 23,2,23,E,-0.986004269778098
2 23,2,23,E,-0.23450371217922278
2 23,2,23,E,-1.1002509805972482
2 23,2,23,E,-1.4729213717373482
2 23,2,23,E,-0.5498486111220496
2 23,2,23,E,-0.5631554541930799
2 23,2,23,E,-2.1081931337668913
2 23,2,23,E,-3.225268668433278
2 23,2,23,E,0.8933119600024418
2 23,2,23,E,-0.7391197606772106
2 23,2,23,E,-4.9459723294311235
2 23,2,23,E,-2.859527026561554
2 23,2,23,E,0.39471592232844926
2 23,2,23,E,-0.7621780271403161
2 23,2,23,E,-6.210879620589689
2 23,2,23,E,-4.1648000623583075
2 23,2,23,E,0.535895680692412
2 23,2,23,E,-0.9173469191566768
2 23,2,23,E,-2.105734758713707
2 23,2,23,E,-0.3486460404608887
2 23,2,23,E,-0.3457385533490209
2 23,2,23,E,-1.138570099264591
2 23,2,23,E,-1.018321157797218
2 23,2,23,E,0.24643145962204588
2 23,2,23,E,-2.2267627340873197
2 23,2,23,E,-3.5409489394239317
2 23,2,23,E,-2.1947516039754444
2 23,2,23,E,-2.977236916000724
2 23,2,23,E,-5.892894758744153
2 23,2,23,E,-0.7768886448550875
2 23,2,23,E,-0.6677952500762566
2 23,2,23,E,-0.07947323977877924
2 23,2,23,E,-1.7060655485256562
2 23,2,23,E,-3.925151572149362
2 23,2,23,E,-3.434301833922274
2 23,2,23,E,-0.9081968069310109
2 23,2,23,E,0.8158674764036251
2 23,2,23,E,-4.241980902823834
2 23,2,23,E,-0.9240864582229645
2 23,2,23,E,-3.850771119439383
2 23,2,23,E,-2.1396208765319256
2 23,2,23,E,-0.8145633906153619
2 23,2,23,E,-0.9217943286960762
2 23,2,23,E,-0.1338868257914611
2 23,2,23,E,-0.8116825880804244
2 23,2,23,E,-0.0376371738858844
2 23,2,23,E,-0.4668233744988215
2 23,2,23,E,-0.8150038193082475
2 23,2,23,E,-4.879613374190903
2 23,2,23,E,-0.06612703136064832
2 23,2,23,E,-0.6782467916808014
2 23,2,23,E,-0.778588757237157
2 23,2,23,E,-1.6226961032960867
2 23,2,23,E,-4.122893877994628
2 23,2,23,E,-0.4552373931340547
2 23,2,23,E,-0.43393604516879797
2 23,2,23,E,-0.9028488352501106
2 23,2,23,E,0.5575072676653162
2 23,2,23,E,0.398674889700547
2 23,2,23,E,-3.8660290227658622
2 23,2,23,E,-0.6945160548316425
2 23,2,23,E,-0.4881269568166494
2 23,2,23,E,-0.6498274756684533
2 23,2,23,E,-0.6834712366248744
2 23,2,23,E,-1.396935237387661
2 23,2,23,E,-0.33129802615038234
2 23,2,23,E,-2.1679830802768816
2 23,2,23,E,0.6358536468128624
2 23,2,23,E,-0.8546824403914061
2 23,2,23,E,-1.2005623001009982
2 23,2,23,E,-1.2780957843122847
2 23,2,23,E,-2.566738958104567
2 23,2,23,E,-4.469025866742709
2 23,2,23,E,-5.01376399579342
2 23,2,23,E,-4.765259094024569
2 23,2,23,E,-0.21449819358876193
2 23,2,23,E,-0.6706300292943952
2 23,2,23,E,-3.3949547330963084
2 23,2,23,E,-3.75259961917238
2 23,2,23,E,-4.179337459537802
2 23,2,23,E,0.14900923834762644
2 23,2,23,E,0.026892128300802943
2 23,2,23,E,-0.7433704270882684
2 23,2,23,E,-0.5254153359089945
2 23,2,23,E,-1.3534229743684003
2 23,2,23,E,-2.2105977974368964
2 23,2,23,E,-1.0544054866218837
2 23,2,23,E,-3.1207803036261343
2 23,2,23,E,-0.6790292339466029
2 23,2,23,E,-1.123689147293094
2 23,2,23,E,-2.0662262227553865
2 23,2,23,E,-3.728812693589962
2 23,2,23,E,-0.16434197351075755
2 23,2,23,E,-5.607307243792382
2 23,2,23,E,-0.48228882668672113
2 23,2,23,E,-1.091636294832171
2 23,2,23,E,-0.9218818433462226
2 23,2,23,E,-5.333041786661243
2 23,2,23,E,-2.3845044329796403
2 23,2,23,E,-1.4135449404791616
2 23,2,23,E,-1.8554295298463632
2 23,2,23,E,-2.8163215141897266
2 23,2,23,E,-3.1888913889335893
2 23,2,23,E,-1.4976615369857984
2 23,2,23,E,-4.222211916323715
2 23,2,23,E,-0.3420483524565907
2 23,2,23,E,-1.7817944225193476
2 23,2,23,E,-2.354098441422629
2 23,2,23,E,-0.9509745157913485
2 23,2,23,E,-1.3329676633162608
2 23,2,23,E,-1.5089705498656107
2 23,2,23,NE,-0.3944138754428674
2 23,2,23,NE,-1.6241704630139107
2 23,2,23,NE,-0.9955194741064175
2 23,2,23,NE,-2.8359611198925636
2 23,2,23,NE,-0.09706869519516376
2 23,2,23,NE,-0.4475620062841828
2 23,2,23,NE,-1.8915602979911244
2 23,2,23,NE,0.11545384407479184
2 23,2,23,NE,-0.878245328684217
2 23,2,23,NE,-1.3785532651871395
2 23,2,23,NE,0.14030972419079957
2 23,2,23,NE,-0.48139867725266494
2 23,2,23,NE,-1.8246143817181522
2 23,2,23,NE,-1.075311682958438
2 23,2,23,NE,-1.7254524701158025
2 23,2,23,NE,-0.37716003947731686
2 23,2,23,NE,-2.009791469629985
2 23,2,23,NE,-1.9390058079946737
2 23,2,23,NE,0.010153322681599157
2 23,2,23,NE,-0.14915096711359493
2 23,2,23,NE,-0.7587390457057248
2 23,2,23,NE,-2.3889050909002716
2 23,2,23,NE,-0.6681772229231888
2 23,2,23,NE,-1.014445759208042
2 23,2,23,NE,-2.17759580833093
