-1.0324333561217653,-1.1455041751924986,-1.1642531197185773,-1.183001820919055,-1.2017502790703753,-1.2204984944510857,-1.239246467341799,-1.2579941980252616,-1.2767416867862835,-1.295488933911787
-1.0505018728937001,-1.068559705977243,-1.086617543824532,-1.1046753865250687,-1.1227332341686056,-1.1407910868451454,-1.1588489446449202,-1.1769068076584182,-1.194964675976367,-1.2130225496897056
-1.11697313514372,-1.1332178049495247,-1.1494623787855855,-1.1657068562540291,-1.181951236957405,-1.198195520498727,-1.2144397064814652,-1.2306837945095637,-1.246927784187397,-1.2631716751198485
-1.0282455317721997,-1.0443492795976992,-1.0604530519499324,-1.076556848342391,-1.092660668286937,-1.1087645112937379,-1.124868376871335,-1.1409722645265854,-1.1570761737647854,-1.1731801040894618
-1.0706698151403822,-1.086912033372196,-1.103154404835293,-1.1193969297303785,-1.1356396082565678,-1.1518824406113712,-1.1681254269907095,-1.1843685675888986,-1.2006118625985622,-1.2168553122107473
-1.0598107295986798,-1.0769373968815665,-1.0940641634517823,-1.1111910290016562,-1.1283179932221403,-1.1454450558028075,-1.1625722164318784,-1.1796994747961675,-1.1968268305812155,-1.2139542834711219
-1.079809350063551,-1.0977651662616286,-1.1157208046727243,-1.1336762648085044,-1.151631546182327,-1.1695866483093227,-1.1875415707063046,-1.2054963128918497,-1.2234508743862513,-1.2414052547115346
-1.014918871732314,-1.0299908132699445,-1.045062714426408,-1.0601345756606186,-1.0752063974333081,-1.090278180207081,-1.1053499244464196,-1.1204216306175572,-1.1354932991886306,-1.1505649306295669
-1.1268893718985074,-1.1444778107121423,-1.1620662365251604,-1.179654649824541,-1.197243051098007,-1.2148314408339986,-1.2324198195217313,-1.250008187651051,-1.2675965457126208,-1.2851848941977344
-1.1331266438613674,-1.1508199967850155,-1.1685134059264852,-1.1862068716637817,-1.2039003943741902,-1.221593974434201,-1.2392876122195384,-1.2569813081051167,-1.2746750624650327,-1.2923688756725724
